,overall_token_importance
[CLS],2.140679726848714e-05
ka,-5.970513648102112e-06
##ree,-7.481318457723631e-06
##m,9.092310640551543e-06
jackson,-5.893824507290404e-06
is,1.5361618830921935e-05
a,9.961364231085004e-06
motivated,4.037034984152644e-06
professional,-5.134479244922564e-06
with,-2.5686373731645457e-06
over,4.058958471452049e-06
ten,3.3156383726525367e-06
years,3.791040847810036e-06
of,-8.45033867144635e-06
experience,2.0473803029924537e-06
in,-9.230069540224095e-06
the,-2.688319622498075e-06
restaurant,-1.3042840256976751e-05
industry,-1.582148603953653e-05
as,3.1145853538135736e-07
both,-4.583429308802586e-06
a,-5.587284098734415e-06
chef,-9.939922097716023e-06
and,-1.4706564091954814e-05
manager,-1.3118689030152591e-05
.,-1.087829141134752e-05
he,1.3027052912945907e-05
has,1.1240256120056496e-05
exceptional,1.0125606629625292e-05
leadership,1.125144576607979e-05
and,-4.962041531674863e-06
inter,1.0877844167322986e-05
##personal,-1.0073237255987607e-05
skills,2.5513724474778044e-06
",",1.3443503961831063e-05
with,2.740893589420515e-06
expertise,-4.586904846873906e-06
in,-9.594114588957089e-06
various,-1.7978140659554953e-05
cuisine,5.606322585299262e-06
##s,-8.115536941794528e-06
and,-7.355422634309375e-06
cooking,3.825963082505866e-06
techniques,2.1822428615211023e-06
.,-1.0802443221514843e-05
ka,5.527031635258347e-06
##ree,-5.510328068338116e-06
##m,1.3271799405050489e-05
has,1.7727833978430102e-05
experience,8.364012984698166e-06
as,1.2990426383329408e-05
an,6.872098121533599e-06
executive,-1.0662187124585448e-05
chef,-1.2742306411717032e-06
",",-9.44321527659648e-06
chef,6.486872165119425e-06
/,-2.4138582185258913e-05
general,-1.0208512662807159e-05
manager,-5.292575125911242e-06
",",1.9578363077950215e-06
and,-1.4771806782976243e-05
chef,4.141222564298039e-06
de,-8.008676922162463e-06
cuisine,2.080477715814779e-06
",",8.104594055981707e-06
where,3.941793299954788e-06
he,1.6989361030722543e-05
managed,9.352211927699552e-07
kitchen,2.535584784464579e-06
operations,-1.1736549079608396e-05
",",4.295996509889587e-06
developed,-1.0660978651727962e-06
menu,1.4428086642463032e-05
##s,-1.565057961921794e-06
",",-1.3114543360258656e-06
and,4.530604698287662e-06
maintained,3.922710103310219e-06
food,-3.8596422050929243e-07
and,-8.973573060373706e-06
labor,6.4574894152048175e-06
costs,1.6463310802367342e-07
.,-1.0311316445038825e-05
he,1.8305414987869974e-05
holds,2.551445907181132e-05
a,9.170967425701384e-06
bachelor,-5.076323121474631e-06
of,-1.631868842954653e-05
arts,-4.520958501920873e-06
in,-1.9611542316172464e-05
international,-5.914673908440685e-07
development,-1.2792236579870766e-05
with,-2.0790977023684273e-05
a,1.5030557668371585e-05
minor,4.08094586292604e-06
in,-1.167763067887726e-05
spanish,1.0196015711776498e-05
and,-9.085880086237376e-06
anthropology,1.619374387850932e-06
from,-1.085973762889113e-05
the,1.707738074437398e-06
university,-8.338768930581588e-06
of,-1.2639845266730736e-05
oregon,3.190407827760624e-06
.,-1.049844501025894e-05
ka,4.548525529748986e-06
##ree,-8.448524714202395e-06
##m,1.4401426631383865e-05
also,1.1742877567541256e-05
has,2.0593706368888234e-05
strong,1.00828667290497e-05
skills,1.5433451300395508e-05
in,-3.924420968555568e-06
food,2.7387614404243324e-06
safety,9.941838689536602e-06
",",-1.8209928493333858e-07
staff,3.538559500767674e-07
training,5.81351741166569e-06
",",-3.0716552216171785e-06
menu,-4.4687959954125195e-07
development,2.4688235014042134e-06
",",-5.1553043254730695e-06
ordering,8.683757348473617e-06
",",-1.7755956499450725e-06
and,-8.526024434245787e-06
cost,-5.875113843052045e-06
control,-9.097752182457793e-07
.,-1.1511669731874448e-05
[SEP],5.5005848034607854e-06
RACE,1.139635137370476e-07
GENDER,9.862688110651163e-07
PARTY,1.5445076417819337e-07
