,overall_token_importance
[CLS],2.5905728501000407e-06
emily,2.114293984111237e-06
o,2.4293849178474203e-06
',5.930471431050532e-06
brien,1.1449196236344107e-06
is,-8.591951943564836e-06
an,-2.2494971818741855e-06
experienced,1.9581872796854584e-07
executive,-9.67200455910702e-08
chef,2.126886752220868e-07
with,1.1779117338110595e-06
a,-7.021935658319782e-08
strong,2.689454488676914e-06
track,2.736718157565137e-06
record,5.589687762182147e-06
of,-3.800944500313071e-08
success,5.489973479572677e-07
in,-5.833878005406368e-06
various,-9.171570983292776e-06
high,1.255693069829894e-05
-,4.7619910026960185e-06
volume,2.0607229220596637e-06
restaurants,-9.223360609198947e-07
and,-4.3101608357929534e-06
hotels,1.892187522689315e-06
in,5.259097829727266e-07
new,-3.5838186764947827e-06
jersey,-2.1577003241281235e-06
and,-5.887454700291398e-06
new,-4.595285484707782e-06
york,-6.653780684382588e-06
city,-4.738062211873573e-06
.,-1.5462294147199792e-06
she,1.5024619026930814e-06
has,2.2771961168998517e-06
experience,7.2585388495912864e-06
in,1.840561106834199e-06
opening,-9.54073455345198e-06
",",3.7738170227081732e-06
rev,-1.1865359183875753e-05
##amp,-1.3244630655834791e-05
##ing,-9.684166273153424e-06
",",1.5658666312097933e-05
and,-8.144384237658613e-06
managing,-6.95163808095998e-06
kitchens,3.7510741452930693e-06
",",1.0480882743893727e-05
training,-8.61472935645829e-06
staff,-5.83357278874125e-06
",",8.301405093191205e-06
designing,-4.992448981695389e-06
menu,-4.246760835951904e-07
##s,-3.1143874658958924e-07
",",2.2803202916724286e-06
and,-2.2401437748284144e-06
controlling,-5.744446049761062e-06
food,-2.259858997156872e-06
costs,3.108981681688735e-06
.,-1.653664959607612e-06
emily,-3.5471700262314615e-06
is,-1.273323295392637e-06
known,-4.4749796841982584e-07
for,7.902584321664745e-06
her,-1.4742967212715163e-07
beautiful,4.663786492064474e-06
presentation,7.573974760785515e-06
of,1.58088822873258e-06
food,5.1058524248104935e-06
",",1.4113769448858772e-05
attention,2.870156255957369e-06
to,-3.843419326875671e-06
safe,-8.499198904096337e-07
food,5.419705358277686e-07
handling,3.598256099639476e-06
procedures,2.4256440490518576e-06
",",3.4640475647611726e-06
and,3.1965599418365906e-06
effective,2.568539557525601e-06
planning,-4.1071845029475026e-07
skills,9.54397592956309e-06
.,-1.6442845426364768e-06
she,-2.1421666625082032e-06
has,-4.1731377951392657e-07
received,1.4288136451139448e-06
excellent,-1.5096192106254431e-06
reviews,2.666032187054591e-06
and,-7.888581967907659e-07
feedback,-8.434804867355056e-07
for,2.884026435402997e-06
her,-2.4243248084758535e-07
work,1.8912378729585035e-06
",",1.8608585210595317e-05
and,-2.011257160745187e-06
is,-1.8910955628155614e-06
a,-7.18579596289626e-06
loyal,-1.3114479483586318e-06
and,-1.6378544387287024e-06
hard,-1.7580018092788884e-06
##working,-6.002917001728416e-06
chef,-2.452396573831199e-06
who,3.002843884440247e-06
takes,4.825323061477896e-06
pride,-3.289675957432392e-07
in,5.168615091754412e-06
her,7.295213616230913e-07
craft,3.8489919747055994e-06
.,-1.809061204280972e-06
emily,-2.191609966218285e-06
is,-2.31969109703205e-06
available,3.873467381412507e-06
for,2.0237317115638857e-06
interviews,-1.823669436378758e-07
and,-3.927874910613012e-06
is,-4.3905796321518185e-06
passionate,-5.571113258145351e-06
about,3.2968821445765594e-06
the,4.025465366046896e-06
food,-3.401044132270784e-06
industry,-8.425891670659314e-06
.,4.5328613175972374e-06
[SEP],9.591894436847532e-08
RACE,-7.23010011860481e-08
GENDER,-9.378436280904624e-07
PARTY,-1.212207179079883e-07
