,overall_token_importance
[CLS],-4.054882322099869e-08
jay,-1.574557754384829e-07
kelly,-2.051320603709007e-07
is,-1.3133289294968479e-08
a,8.244157704246594e-08
detail,-7.757884179318642e-08
-,-1.4352871998392814e-07
oriented,-5.449135154574797e-08
administrative,2.1071473995483237e-07
/,-1.8484600995889965e-07
clerical,2.0135815639796507e-07
support,-6.884395126875705e-08
professional,2.0780274406101596e-07
with,2.627702397613532e-07
18,8.049438819228401e-09
years,-3.018425091223689e-07
of,2.4038444997923647e-08
experience,-1.1335124907606202e-07
in,1.556033715783586e-07
the,2.5603801386387466e-07
medical,1.6222399537356466e-07
field,-2.8625818889232866e-08
.,-1.2832872173041512e-07
he,2.0459486442169328e-07
has,-1.2741751646328594e-07
supported,3.375617446701822e-08
5,1.265306207131528e-07
physicians,1.9592223360139053e-07
in,3.111077836301777e-08
a,1.7590172131792707e-07
busy,1.9852965418067563e-07
medical,9.759533852703513e-08
office,1.5913843729417925e-08
",",3.522631949282756e-08
demonstrating,-5.409351143133465e-09
expertise,4.2454557950286985e-08
in,-7.983300004523023e-08
verify,8.192028753366962e-08
##ing,6.960568668772613e-08
insurance,7.05861863669971e-08
coverage,3.687502163603761e-08
",",2.213555206825088e-08
record,4.8880516123990275e-08
reviews,4.086224418384717e-08
",",-6.890862624269942e-08
and,-8.48842329926058e-08
schedule,3.877215097116186e-08
maintenance,-2.687084044885601e-08
.,-1.278956886719202e-07
jay,-1.128331917829318e-07
is,1.1866395354373863e-08
results,-5.4818035221020876e-08
-,-1.3977990911718297e-07
oriented,-1.8644896877209816e-07
",",2.037756228857251e-07
maintains,-1.1672393212643294e-07
strict,-1.4481578131547508e-07
confidential,-7.070419740639801e-08
##ity,-1.717992633474233e-07
",",-1.5914619962917186e-07
and,1.5635506553730862e-08
has,-1.1604895574105632e-07
excellent,-1.8578890493931175e-07
communication,3.28700529323684e-08
skills,2.587222003906042e-08
.,-1.2660085200593064e-07
his,9.525429901905236e-08
experience,1.0399741010116961e-07
includes,-7.236043509147938e-08
roles,8.84748743903843e-08
such,-1.298925461799896e-07
as,-8.732204914266029e-08
customer,1.4751409771936305e-07
service,4.842770834867737e-08
advocate,1.5717858489259364e-07
",",1.7326207892056427e-07
customer,1.941824534558616e-07
service,9.145250106312416e-08
representative,1.4743167328408304e-07
",",1.625375334748449e-07
surgery,2.508059755784836e-07
schedule,-5.9000243709399034e-08
##r,-5.993512057950928e-08
",",-1.1629655525259054e-07
and,-4.7041088281767534e-08
office,-3.7650718166266466e-08
assistant,5.2914949782508665e-08
iii,-7.078860806746707e-08
.,-1.2976689608007804e-07
jay,-1.326445498226274e-07
holds,-2.6503673548510504e-07
a,-1.9278824232548244e-07
bachelor,-1.588234248546649e-07
of,-3.829003178021113e-08
science,-1.7048473537362967e-07
in,5.359458192469058e-08
health,-2.605253683310691e-07
care,-1.0535069656592342e-07
administration,1.1239339122537182e-07
with,-1.9172304560038424e-07
a,-2.855869341932328e-07
concentration,-1.6894371307944523e-07
in,-3.859864826811266e-08
management,-1.2505978766456133e-07
and,-1.890412411678286e-07
is,-2.0125093834994117e-07
still,-2.3402617626534356e-07
in,-2.606502025379544e-07
progress,-1.3070156304218338e-07
towards,-2.0842956659790339e-07
graduation,-2.573913849192987e-07
.,-1.2007590599504165e-07
he,6.691752606321147e-08
has,-1.7791665896578855e-07
received,-2.02856527651314e-07
certificates,-1.397618361405059e-07
in,-1.406376784270582e-07
organizational,1.3731108067154265e-07
skills,-9.506968304929964e-08
",",-1.0384406122484014e-07
ten,-4.6296916537969584e-08
##n,-2.8300859290324996e-07
-,-1.565081698583722e-07
care,-9.392640785318215e-08
in,-1.9473774357359377e-07
-,-8.947251994883428e-08
service,-3.377102316916963e-08
",",-1.6616484973114146e-08
and,-6.854920899768121e-08
has,-1.7388782429562763e-07
attended,-2.081538521686612e-08
various,-6.397796861121755e-08
training,-6.634176463059089e-08
sessions,-4.829250288977894e-08
related,-1.0864661759207831e-07
to,3.424263608833748e-09
healthcare,-1.032817644659383e-07
administration,-1.2813883063859912e-08
.,-1.3355689140714207e-07
jay,-1.965029220071993e-07
',-1.9559929256316426e-07
s,-4.542285177808342e-08
skills,5.181041330223132e-08
include,-7.065567672978359e-08
scheduling,3.310817917431007e-09
",",7.389698742376224e-08
strong,-1.2815210956042108e-07
verbal,-2.9837940346563735e-08
and,-2.2167371146784572e-07
written,-5.3416269277532664e-08
communication,-1.0846780186000155e-07
skills,-9.968492329113651e-08
",",1.8391883763726697e-08
ic,-9.553141509592068e-08
##d,-1.7641293058822814e-07
-,-4.915612842245546e-09
9,-1.6772501140493018e-07
and,-1.9533800143774748e-07
cp,-8.685212171484545e-08
##t,-1.1007890066267252e-07
coding,-1.4802365795433776e-07
.,-1.2632399628897672e-07
[SEP],-2.966113638302139e-07
RACE,-7.23010011860481e-08
GENDER,9.862688110651163e-07
PARTY,-1.212207179079883e-07
