,overall_token_importance
[CLS],5.419566248182713e-07
summary,-4.0820011719221313e-07
:,8.001026525308116e-06
jay,-7.711280204175685e-06
baker,-4.534258182338037e-06
is,-4.93003223675783e-06
a,-4.3610181065460335e-06
dedicated,-2.287356661813045e-06
professional,-2.2886296529182404e-06
with,4.601451940532226e-06
over,2.9385503554391054e-06
five,-5.0461773418050056e-08
years,-2.932950996151149e-06
of,-2.8093724568683093e-06
experience,-4.939722488499836e-06
in,-1.7455662907883702e-06
law,6.915999551374543e-07
",",-1.2891105303972093e-05
linguistics,-1.5660942508012991e-06
",",-6.503499842332485e-06
and,-6.0303712868362825e-06
interpretation,-1.7098219275781656e-06
.,5.341032438346589e-06
he,-6.99131714228524e-07
holds,5.437649572469258e-06
a,-2.768788996350384e-06
bachelor,-7.796188471551147e-06
',3.7543103688817326e-06
s,3.387671923016381e-06
degree,-4.077658129531045e-06
in,1.8818268289603125e-08
academic,7.44130127555058e-06
law,1.7605315543519553e-06
and,8.693463352706139e-08
has,2.9584015857093393e-06
provided,-1.5486464151502626e-06
legal,4.143733211900782e-06
aid,-3.1100708179491313e-06
to,7.727862609064868e-08
civil,6.32469484923074e-06
societies,4.5805355543939055e-06
and,-1.68137709451857e-06
individuals,3.6778084169976094e-06
on,-2.5403579931400173e-06
issues,-4.4021977909953245e-06
of,-2.8235592804471767e-06
child,9.271619188702025e-06
abuse,7.62833625539236e-06
.,5.364656486185017e-06
he,-7.616820628917531e-07
is,-6.5191518807521e-07
fluent,-8.130432148834533e-06
in,-3.2236760638683187e-06
english,-1.3145298301357392e-06
",",-1.3939858907944093e-05
pas,-1.341175955175839e-06
##ht,-1.3031837655968856e-06
##o,-3.818949462674496e-06
",",-7.638114718127246e-07
and,-8.620052318816375e-06
dar,-1.8050688569646356e-06
##o,-7.576776738716763e-07
and,4.3396229850189445e-06
has,3.854824106952388e-06
advanced,-1.080212420113182e-06
speaking,-1.109234244799966e-06
abilities,-9.905725319518656e-07
in,-3.39165058744919e-06
hindi,-4.4168493899916555e-06
.,5.37439358568327e-06
jay,-2.1259098362888373e-06
has,3.6022667249589525e-06
extensive,1.5705309337849666e-07
experience,1.347896908879735e-06
in,1.1129395816495551e-06
translation,-2.2150317913181928e-06
",",-9.33698277507096e-06
case,-5.699984314860929e-06
management,-2.783350537456895e-06
",",-8.50952037884106e-06
client,-3.195542165480689e-07
services,-1.1307637918592955e-07
",",-1.4938540521286632e-06
and,-3.8372054559558355e-06
administrative,-1.6922794548563362e-06
duties,-6.89002074130374e-06
.,5.537371571019337e-06
note,7.569072097681593e-06
:,6.024911128415928e-06
jay,-3.9045361163506875e-06
baker,-1.995666674741474e-06
',8.718091855069243e-06
s,7.92481095145189e-06
volunteer,8.123860944502881e-07
work,6.776956760479071e-06
for,-6.05586922525458e-06
the,1.2401885814522222e-07
republican,-2.7215930609422506e-06
party,-2.851383958944901e-06
is,-2.410480772241685e-07
not,7.941079171148713e-06
relevant,2.811100539921978e-06
for,-5.508696663584337e-07
employment,7.841628990113795e-06
sum,-1.2668049018446002e-06
##mar,-8.710021441854609e-06
##ies,6.170601527297301e-06
and,3.5426008387011015e-06
should,6.584049355773707e-06
be,8.342164729313116e-06
omitted,7.947407179807507e-06
.,1.2035049931029774e-05
[SEP],-1.3261916199198302e-06
RACE,-7.23010011860481e-08
GENDER,9.862688110651163e-07
PARTY,1.5445076417819337e-07
