,overall_token_importance
[CLS],-6.5455683168294e-07
la,2.1172281434395304e-07
##toy,1.9012785126526027e-08
##a,-3.836555720064762e-07
williams,-5.210495948480867e-07
is,-6.012065419175281e-07
a,-4.454494301555657e-07
skilled,-7.024738235409283e-07
professional,-5.292990372559456e-07
with,-6.065978077123443e-07
experience,-6.795001476687994e-07
in,-8.288424688213446e-07
patient,-5.881273412889813e-07
service,-8.567045965190941e-07
",",-7.053121626727435e-07
human,-5.852695894173195e-07
resources,-8.05386260517726e-07
",",-6.254662567444814e-07
salon,-9.372100433104339e-07
management,-8.259771824727412e-07
",",1.0052122158391259e-07
and,-6.879248278875209e-07
customer,-7.022792565454597e-07
service,-7.926662394311311e-07
.,-7.260226564136294e-08
she,-3.5964242732994223e-07
is,-6.934005580845373e-07
proficient,-7.109357082501281e-07
in,-6.588003906866061e-07
various,-7.121655988996868e-07
software,-5.97620654763029e-07
",",-5.051016043167888e-07
including,-4.7323367260142107e-07
medical,-8.218552052814107e-07
manager,-8.037772185318158e-07
and,-5.58337080946098e-07
em,-6.097367902233952e-07
##r,-7.012317859504002e-07
.,-5.48012598327989e-08
la,-8.727092221112657e-08
##toy,-3.3761150913372775e-08
##a,-4.873610636970646e-07
has,-5.876774709483257e-07
a,-3.3330668476699093e-07
strong,-6.994772211382189e-07
work,-7.511865462742985e-07
et,-1.6142761024973842e-07
##hic,-2.8560157025350134e-07
",",-6.099051284997045e-07
excellent,-7.361462076299173e-07
communication,-8.683461822970014e-07
skills,-5.555929290700589e-07
",",1.357734964570874e-07
and,-7.158414347216398e-07
the,-3.91961401339069e-07
ability,-5.387694057317038e-07
to,-6.212268880436091e-07
work,-7.159563444320465e-07
well,-5.999913812483137e-07
in,-8.513705417374522e-07
a,-5.632814467248368e-07
team,-7.089026281398134e-07
environment,-6.167054607207697e-07
.,-1.03193606509632e-07
she,-3.635631253846482e-07
is,-7.605355913118152e-07
detail,-9.543657853522643e-07
-,-5.238146924811044e-07
oriented,-7.735140069100938e-07
",",-4.435873349717881e-07
has,-5.184941612156494e-07
excellent,-7.493476627506773e-07
time,-1.047748905212426e-06
management,-7.785643593628229e-07
skills,-6.270587392845086e-07
",",7.235253640370283e-08
and,-6.799693742751584e-07
excel,-6.418759363498619e-07
##s,-3.5942047960393864e-07
at,-5.401890083248354e-07
interacting,-8.687769978072067e-07
with,-9.357736001659844e-07
patients,-6.383190571267894e-07
and,-8.177995795331324e-07
families,-6.976052633266948e-07
.,-9.89332115470496e-08
la,-5.3043272749307416e-08
##toy,7.382946840177913e-08
##a,-3.290811939121642e-07
holds,-3.624141434706435e-07
a,-1.6812050870197063e-07
bachelor,-2.0430588319397333e-07
of,2.8780122930354165e-07
arts,7.72699192844915e-08
degree,-4.073172362176231e-07
from,-7.184701347349826e-07
harrington,-3.2361978171715647e-07
college,-3.66787073544557e-07
of,-8.899983414777707e-08
design,-4.148122130838375e-07
.,-3.284996931689138e-07
[SEP],4.859790450219595e-07
RACE,1.139635137370476e-07
GENDER,-9.378436280904624e-07
PARTY,-1.212207179079883e-07
