,overall_token_importance
[CLS],0.00010525280449168109
summary,8.2928373449527e-06
:,-7.372609149726776e-05
ka,6.981210070581017e-05
##ree,-0.00026000692043629
##m,0.00012093558647808235
robinson,4.956457249584089e-06
is,0.00013403311974968793
a,0.00016242903391470575
detail,0.00013627227809459436
-,4.739236645728359e-05
oriented,6.908615991336306e-05
human,0.00011779326223653521
resources,7.158088884888993e-05
professional,7.652358375023152e-05
with,-6.109567841410413e-05
experience,3.747192350216811e-05
in,-1.187914106960901e-05
leadership,-0.00014055857854714172
development,9.264269478070587e-05
",",-1.666327913113189e-05
performance,-8.4950120816671e-05
management,1.6685527738949126e-05
",",-6.007814213592478e-06
hiring,8.512104449317678e-05
",",-3.234676485217726e-05
training,7.759526205768215e-05
",",4.5674808500863084e-05
and,6.709422659532125e-05
customer,-0.00017764732782561522
service,1.0860707758605288e-05
.,-3.8047542294044686e-08
he,0.00020709289422339924
has,5.559128450842141e-05
a,4.5321058425396325e-05
ba,8.958387932201639e-05
in,5.731530505775336e-06
psychology,1.2379713038284988e-05
",",-2.531739843918282e-05
human,6.477819394422355e-05
resources,3.76009393319321e-05
management,-8.71461955935608e-06
",",7.138337392849315e-05
and,-2.496657065403595e-05
healthcare,-2.9627732225963876e-05
management,-4.4670034638275285e-05
certificates,0.0001254729196689557
.,-3.922819316351806e-06
ka,6.915130480221246e-05
##ree,-0.0001966384875528461
##m,0.00020576856943721206
has,6.714641762990639e-05
skills,-5.130776893910906e-05
in,-9.955556446069615e-06
coaching,0.0001884258100996697
",",-1.0322646476686879e-06
leadership,-9.535048511575868e-05
",",1.5549811454554256e-05
strategic,-0.00023705888300212103
planning,-1.0876209563021874e-06
",",5.237720139833109e-05
and,4.5871381041197376e-05
process,1.2443017443631188e-05
improvement,5.138812818629003e-05
.,-8.624246704091099e-08
key,-0.000164579812725543
points,7.342595263549779e-06
:,0.00010524244038481768
-,0.00011590670506455257
experienced,5.348403934866033e-05
shared,-0.0001663623054515291
services,8.564407644780584e-05
supervisor,2.672758618015831e-05
and,4.769836918321953e-06
operations,-0.0001045659799681232
manager,2.867993064902641e-05
-,0.00013054862190000493
successfully,7.918493485827766e-05
managed,9.587325762800405e-05
teams,-2.314583074955203e-05
",",-2.7783537959633062e-05
improved,6.979586950718539e-05
customer,-0.00016513260561066529
service,3.865266530059811e-05
",",5.328764845825833e-05
and,-3.051277704957391e-05
implemented,0.00011235916979907014
training,-5.0098524899383866e-05
programs,3.8532228187658916e-05
-,0.00010808983618767394
implemented,0.00021200828927453306
background,7.077644948204685e-05
check,0.00014446683453374462
matrix,6.377970023423805e-07
for,-2.3503973655693707e-05
streamlined,6.809024959312772e-05
onboard,-9.026295211248481e-05
##ing,-2.2030737162266224e-05
process,-5.360058304126279e-05
-,6.901915319763746e-05
skills,9.908745158290832e-06
include,-5.720655724817979e-05
leadership,-6.651291024573904e-05
development,0.00012381604485993096
",",-2.1399670732696455e-05
performance,-1.005545443554281e-05
management,7.308017208499405e-05
",",6.908463069509458e-05
and,5.505986096819321e-05
strategic,-0.00021228724404074065
planning,-5.7648037293743676e-05
[SEP],0.00010025537275485687
RACE,-8.241290139210379e-08
GENDER,6.17139500613817e-07
PARTY,1.228376590667324e-06
