,overall_token_importance
[CLS],6.889643506023914e-06
summary,-6.126403731653212e-06
:,6.75863359381018e-06
la,6.75725053623532e-06
##toy,1.8621963610363035e-05
##a,4.5953450918009095e-06
is,9.5712172319484e-06
an,3.4489060971374194e-06
experienced,3.352511844315942e-06
and,8.276139029705935e-06
skilled,3.2218140540915128e-06
pizza,7.788966354617182e-06
chef,9.63513702844806e-06
with,-4.56613165318488e-06
over,9.568072604845781e-06
30,-6.670838659048052e-06
years,1.3116655488993883e-05
of,6.433170482509081e-06
experience,7.569241336639403e-06
in,-1.3641631804629375e-07
the,-4.800658468456865e-07
food,8.193693559764869e-06
industry,6.191767186466504e-06
.,9.06856705272445e-06
she,7.065712450061578e-08
is,8.017109852750533e-06
an,7.58663550899508e-06
expert,1.0899635650464416e-05
in,8.262303132451675e-07
managing,7.813935968090226e-06
kitchen,8.342614228803674e-06
staff,2.72617798710198e-06
",",2.813919428550507e-05
preparing,2.009738067577377e-05
foods,5.659777778818991e-06
at,2.259614343261187e-05
reduced,8.290747741666552e-06
cost,7.010926968428929e-06
while,2.422047661520131e-05
maintaining,8.211285209818914e-06
quality,1.5660878811742862e-05
and,9.412736401018881e-06
taste,5.787141488318196e-06
.,8.15079164738791e-06
la,1.6630046264477575e-05
##toy,2.11520668125544e-05
##a,3.3430906596063108e-06
is,1.0646143996413571e-05
a,5.709255711739697e-06
quick,-2.9245310041725113e-06
problem,7.593147856474137e-06
solve,1.969608377998475e-05
##r,8.567509926452557e-06
",",1.8353434633240475e-05
thrive,8.427959697525594e-06
##s,4.904317793765367e-06
in,-1.2370977245650072e-06
fast,4.539564816699842e-06
-,1.360829313856683e-05
paced,1.6742724929722917e-06
environments,1.2755987265838062e-05
",",2.452803591290472e-05
and,1.976068490156604e-05
has,4.724731062941276e-06
excellent,1.1185718909776694e-05
communication,-1.3557611239301809e-05
and,1.3962079029295147e-05
leadership,-6.4939825257048365e-06
skills,8.728282330096702e-06
.,7.602627665657922e-06
she,5.104705803951222e-06
is,1.8592162130192322e-05
looking,2.0311995608368903e-05
for,1.0948408547215075e-05
a,1.1004675142357178e-05
position,2.8276332137971503e-06
with,-3.710697815042071e-07
growth,9.167572947507685e-07
opportunities,6.261306364379702e-06
.,1.031347225679909e-05
experience,2.5225234882907166e-06
:,1.1149193049819418e-05
la,1.6191824428108577e-05
##toy,2.481112057624066e-05
##a,1.0412736725764654e-05
worked,9.69719336586564e-06
as,3.383264121353523e-06
a,6.341504826889571e-06
manager,1.0418200277781017e-06
/,1.0960079173514795e-05
pizza,1.439304938538359e-05
chef,9.616483262415154e-06
from,9.52699231234273e-06
1989,1.2663330820927771e-05
to,1.7654332375794843e-05
2007,-1.9730075223442946e-05
",",3.194791337946057e-05
where,9.832385775983608e-06
she,-2.1505728782381885e-06
made,-2.045290131407132e-06
a,1.3382546880674259e-05
variety,1.6239422633997638e-05
of,6.341034532178021e-06
go,1.752327867925553e-07
##ur,1.600062482211729e-05
##met,9.354255425202413e-06
pizza,-1.0355792977112538e-06
##s,3.552322981526278e-06
",",2.0413699825512552e-05
managed,7.0322369866954525e-06
inventory,-1.6982865595165092e-06
",",2.8110254224798074e-05
and,1.7382021830574397e-05
promoted,-1.1916823164565563e-07
menu,9.664779122331236e-06
items,3.1136091103058292e-06
.,9.43519041954773e-06
she,7.919207908988347e-06
also,6.738735665964559e-06
worked,9.792399520415644e-06
as,-6.757985068021876e-07
a,3.7141383054721473e-06
cash,1.794329917355485e-07
##ier,-6.229858263915941e-06
from,7.179015399359753e-06
2008,-1.0952285459271937e-05
to,1.2013243188970043e-05
2013,-1.2612853314474769e-05
",",2.6947455742794202e-05
providing,1.2735793196757627e-05
professional,-2.720871722444538e-08
and,5.71267049775681e-06
friendly,4.5652766722361054e-07
service,2.37789008290867e-06
",",2.2330099168096116e-05
supporting,3.6132348174228354e-06
other,9.98319219613298e-06
areas,3.6760041354235257e-06
of,8.333857736480559e-06
the,3.803715369354281e-06
restaurant,9.060854007721626e-06
",",1.4129783011996392e-05
and,2.355800985591348e-05
maintaining,8.859156376489112e-06
knowledge,2.618912611761627e-06
of,1.0004891260084516e-05
the,4.888178762452951e-07
menu,8.19473859630446e-06
.,7.311164500882438e-06
additionally,2.808976629174699e-05
",",2.377216545453261e-05
la,1.1945410737047464e-05
##toy,2.0180251341416585e-05
##a,4.3508311496946705e-06
has,1.1278240587061545e-05
experience,1.0169193451926958e-05
as,1.235641647797376e-05
a,1.1671508968478673e-05
house,4.252154456230077e-06
painter,1.0171671360658044e-05
since,1.7033130170906478e-05
1985,7.356128556306234e-06
",",2.890519226334214e-05
where,7.737969301594808e-06
she,-9.558522558273786e-07
painted,3.12129562242211e-06
surfaces,-3.824526647762418e-06
",",1.7836570568400696e-05
applied,1.5200271814121089e-05
put,-2.858876233541657e-06
##ty,-8.439526117690886e-07
",",1.574990113159725e-05
mixed,1.0602548317858733e-05
paints,-6.641257458848664e-06
",",1.7762037031605203e-05
and,1.4935775083720447e-05
performed,2.2366446597724617e-05
structural,5.0667181970175835e-06
repairs,3.255069037782632e-06
.,7.766400674702152e-06
education,9.955728812169242e-06
:,1.2291181042985482e-05
la,1.4650771792135888e-05
##toy,2.1195006722635648e-05
##a,8.16684467596754e-06
graduated,1.90585128754059e-05
from,2.4404225944417095e-05
south,9.616944582110736e-06
philadelphia,9.452447669898329e-06
high,1.714878445033083e-05
school,1.9762853956123996e-05
in,1.6759171073635865e-05
1986,1.48221358262981e-05
.,1.6691140112672905e-05
skills,-3.646393194262308e-06
:,1.084841814539557e-05
la,1.9195908128858413e-05
##toy,2.1504683645097963e-05
##a,4.0706430032337e-06
is,8.630894581436515e-06
a,4.509787160070078e-07
quick,-4.426460071286431e-06
problem,9.847003017733083e-06
solve,1.9075362547892105e-05
##r,6.933110602414819e-06
",",1.781128294832204e-05
a,-5.540169857291541e-06
committed,2.537917848557534e-06
team,2.485557491584068e-06
player,5.547158272031042e-06
",",2.302351988293356e-05
able,-3.2915846832274677e-06
to,-7.995186721026212e-07
work,4.9748310481140625e-06
in,2.5797112628601997e-06
continuously,4.949935831023613e-06
-,4.3988839359506134e-06
standing,8.093498234698907e-06
positions,6.7061445349557674e-06
",",1.9711552469929405e-05
and,1.8677055573520182e-05
prefers,5.4395443394335515e-06
to,7.151579406174085e-06
work,4.0657515514962624e-06
nights,2.3342860408852655e-06
and,1.692245880387667e-05
weekends,5.0298868427395955e-06
.,9.022517288503242e-06
she,3.7941475538103935e-06
assumes,6.802815659271805e-06
100,1.3153300886634426e-05
%,1.617355456646848e-05
responsibility,9.025933220414122e-06
for,1.1152875927748629e-05
the,5.775558990445232e-06
quality,1.9671676760841864e-05
of,1.8029491177446226e-05
products,2.087418075629525e-06
.,1.8014803330822515e-05
[SEP],2.2520056424329067e-05
RACE,-8.241290139210379e-08
GENDER,-7.576449490009908e-08
PARTY,1.228376590667324e-06
