,overall_token_importance
[CLS],2.213526783913607e-05
summary,-7.251915532314203e-07
:,1.2724573559590498e-05
tan,-2.7824121179614655e-06
##isha,-4.3204763232108224e-06
washington,-9.154564336745187e-06
is,2.485026210246772e-06
a,9.531769865054459e-06
registered,1.2671266094528683e-05
nurse,1.930588490459028e-05
with,-7.4665943596032876e-06
two,-7.057567271391912e-06
years,5.777069051041497e-06
of,5.30555284423075e-07
experience,8.285159272346608e-07
in,-4.6498587752524715e-07
the,7.109568361706144e-06
medical,5.665820448387322e-06
/,1.7138583875656483e-05
cardiac,1.1813834822186488e-05
/,1.719548488375116e-05
intervention,3.915508572739291e-06
##al,8.41532072138029e-06
ic,1.7541369092497322e-05
##u,8.268918895449133e-06
",",6.021577272624404e-06
seeking,8.227601391577577e-06
to,7.596311635027519e-06
pursue,7.8828807715268e-06
a,8.331652352372808e-06
doctor,1.7022313657818418e-05
of,1.2180848146000438e-05
nursing,1.2962626005912644e-05
practice,1.4527757116760856e-06
concentration,1.3724606578232903e-05
in,-2.7279406787159806e-06
nurse,1.5220583212192155e-05
an,-9.9812841074514e-07
##esthesia,1.995717335314154e-06
(,1.1880085331078027e-05
cr,3.1091234015414385e-05
##na,8.966161072703502e-06
),1.1908777086288028e-05
.,1.8645201270215147e-05
she,2.7150388216202802e-05
is,1.152955325885914e-05
skilled,2.910492719698149e-05
in,8.307946721442654e-06
providing,1.2317227225521267e-05
high,2.4326282222212177e-05
-,2.804902174603459e-05
quality,2.2945306679301296e-05
patient,2.2247021359051476e-05
care,5.681149086391565e-06
",",5.024523747662227e-06
technical,1.6712646087815337e-05
procedures,1.0996617311030065e-05
",",1.6453939088188214e-05
and,4.113033324499167e-06
strong,2.42003636897553e-05
communication,2.257169269917733e-05
with,2.0111269833837377e-05
patients,2.5973421230366783e-05
and,3.5032414034045223e-06
families,2.120299730578465e-05
.,1.8937789157598605e-05
tan,1.7840305883496938e-07
##isha,3.7298274174909506e-06
holds,5.021414761189797e-06
a,1.648821783886903e-05
bs,3.1536553925951824e-05
##n,2.554005074386433e-05
from,1.6665653418624706e-05
loyola,2.9306113685142186e-05
university,4.008769190075045e-05
chicago,1.336805236094305e-05
and,1.0975261052603219e-05
has,1.0139374931273093e-05
multiple,2.67597502677226e-05
certification,1.5639321495080914e-05
##s,1.2954121775408184e-05
including,1.9936015646629548e-05
ac,3.097029719174593e-05
##ls,1.9514623641558632e-05
",",2.0425879709490995e-05
b,3.461331256082513e-05
##ls,1.9715690014632194e-05
",",1.5919763035656145e-05
and,1.6604326920912737e-05
pal,2.8307734599037072e-05
##s,2.4130875143003883e-05
.,1.884419978081041e-05
she,2.6259844091291757e-05
is,1.557227057947957e-05
dedicated,2.7886822333625535e-05
to,1.4241106504616666e-05
continuous,3.7567661732978846e-05
learning,3.490037642664208e-05
and,1.263708784274529e-05
professional,1.766134556706126e-05
growth,2.653779721843272e-05
",",5.525994169383613e-06
as,1.6530158150443e-05
shown,9.662377765869997e-06
through,2.0095595923768258e-05
her,3.1263790843869824e-05
involvement,3.090267682113192e-05
in,2.318389595174098e-05
various,1.4730273342318396e-05
professional,2.6289017815373168e-05
organizations,1.1613975880872863e-05
and,1.624229354978712e-05
volunteer,2.236796377478919e-05
work,3.225388478415163e-05
.,1.770668711476065e-05
tan,-1.2212487252796349e-06
##isha,2.117407356447819e-06
',1.6823014685945e-05
s,2.384825552026748e-05
experience,1.4779824172216981e-05
",",1.3159156125774549e-05
education,-6.349468159192319e-06
",",1.2589902427739055e-05
and,7.670815355779913e-06
skills,9.809757713484191e-06
make,7.585522990128563e-06
her,1.7161356587021796e-05
a,1.761795746458755e-05
highly,2.7893276330343507e-05
qualified,1.9678150995340502e-05
candidate,2.453640928908179e-05
for,8.972456847171153e-06
a,9.918871572340376e-06
nurse,1.9069707696553055e-05
an,4.277791959138676e-06
##est,8.579533234437964e-08
##het,1.6414934292867202e-05
##ist,1.8265389811523835e-05
position,9.962904510152582e-06
at,9.842683141151205e-06
a,2.6896529600178143e-05
top,3.1518782169857765e-05
-,2.0284240784760987e-05
ranked,2.3676866068992047e-05
institution,3.274130764419989e-05
.,2.5637112240130163e-05
[SEP],5.9854816661760015e-06
RACE,-8.241290139210379e-08
GENDER,-7.576449490009908e-08
PARTY,1.228376590667324e-06
