,overall_token_importance
[CLS],14.588064898910615
*,-2.797743902195895
*,8.131326203574174
resume,-61.95376578455268
summary,-41.18947044805224
for,-28.235275432045743
brendan,-59.83209540917555
sullivan,-30.4762989413085
*,-11.037236028048236
*,4.675197189150705
*,2.880381069553506
*,7.2090681853640035
contact,-36.99879731540348
information,-26.82738207213524
:,-27.240793703528787
*,-8.808927409787158
*,-1.8679750729680216
-,-14.951631620257753
name,-15.737291115460671
:,-13.394266459948314
brendan,-58.01682358189844
sullivan,-34.13439465086152
(,-1.809034781957327
he,-21.517154726260106
/,8.746406226814733
him,-23.489934278334275
),-4.219053895676066
-,-20.88964025173648
email,-32.97621828313908
:,-10.913075592880633
brendan,-36.37600841998826
.,-0.8509451434669942
sullivan,-21.70427980919543
@,-7.057656115015832
yahoo,1.2881051933299892
.,21.45907790245301
com,-21.006383976138974
*,-8.33196272792627
*,8.548665927041844
professional,-22.905896243244104
overview,-44.15655443085604
:,-24.247222668558532
*,-7.97667324782501
*,3.609737323960148
brendan,-39.717874309646554
is,-18.981326568573188
a,-13.949977180478848
detail,-33.29130618546311
-,2.423465138685215
oriented,-27.686055067157593
and,-23.872202101004074
high,-3.4314701582559057
-,14.949683540129916
energy,-21.862986086568
social,13.084859504897805
science,-15.384878671669787
teacher,-59.509337771609566
with,0.43531654443989637
a,-5.054585454576465
strong,-28.798600332916152
ability,-1.9405249284988753
to,-15.838271997281254
mo,-43.24971714820202
##tiv,-64.70831265504633
##ate,-66.60038380923757
students,-55.53640153010511
and,-41.66639955676992
create,-37.13720627671392
a,-43.79612418685929
comfortable,-46.10954091152116
",",-8.130449190370477
creative,-48.842921979139
learning,-41.303269589281896
environment,-43.21567517460206
.,-16.086953021780324
he,-35.15942025117155
focuses,-29.146010416022904
on,-10.134959511037058
align,-21.619744610279945
##ing,-23.727496075148544
subject,-38.646091633754274
matter,-17.93315776092628
with,-24.682848296210008
contemporary,-33.39563223179655
experiences,-44.28944922579274
to,-19.952388480394582
broad,-20.387526461284278
##en,-38.30981859582454
students,-48.02786300532111
',-55.533244834364666
perspectives,-48.27112705667468
.,-15.806387632160508
*,-10.721179945765963
*,-0.4045976237439275
core,-26.558732084776313
qualifications,-37.286318366595566
:,-21.701294982254332
*,-11.851436781736224
*,-0.09253508338522672
-,9.78128776857345
creative,-54.97192777596349
lesson,-35.060270083933204
planning,-52.82150784235926
-,-1.0080244761929482
excellent,-32.11939357084924
relationship,-16.570091179085512
-,30.83212024689032
building,-9.206088037619253
skills,-0.02725436227284722
-,9.103339735451076
ex,-4.637969323606845
##per,-40.44309871146722
##ient,-34.90632240654949
##ial,-23.041342293355694
learning,-17.326528191438623
-,1.211769414045909
strong,-30.98033644692556
inter,-0.365021068893994
##personal,-38.25599220304234
",",-4.11305347081067
oral,-28.776920786770567
",",21.36682827563325
and,-28.953761625883704
written,-18.36838438927405
communication,17.35319222673422
skills,3.0423975701474464
-,6.6358949546663135
differentiated,-19.971284903532972
learning,-16.839709728400308
-,2.0534559700216555
positive,-21.93893059612772
and,-22.59701102366007
encouraging,-40.46934528160447
demeanor,-31.538653744265762
-,-0.28255378914744184
ability,6.684548025768618
to,-3.6694986694445073
work,-16.26949178727422
independently,-27.944362433933073
and,-15.541503352633331
collaborative,0.9233809328445297
##ly,-4.842709401849943
-,-6.740426493109543
curriculum,-40.697912743089184
lesson,-22.713853961791358
plan,-18.974014521289863
development,-17.461524159799673
*,2.1844291209177094
*,17.368381513535105
education,-14.651980453724686
:,-15.851935737097573
*,-7.921528070155791
*,5.82115581877317
-,6.243801304621294
bachelor,-13.407207122965723
of,11.092292934357195
science,11.606860026231919
in,14.194418884941758
business,44.147570624308244
",",10.059713678372544
university,14.113512341621169
of,10.072570368937459
nevada,5.378216454572592
",",1.6162632384149298
2006,-26.306954800965872
-,-9.162074065466594
bachelor,-5.378381809317025
of,9.405776853022298
science,9.705621199472617
in,13.624961223378518
education,2.30065302679382
social,62.62793627361257
science,41.408503795261886
",",12.395952701101281
em,19.401610992289232
##por,-11.174425781901903
##ia,20.015353010822494
state,14.596327207696206
university,-1.2946224848780676
*,4.009925999622223
*,17.247344299826924
experience,-9.58309694415998
:,-12.106886765467543
*,-7.374839130085361
*,22.421288549480032
1,-10.630217824680098
.,2.9629469305522833
*,7.881992676690546
*,24.1924327052832
guest,-51.04349017468011
teacher,-48.44818416373556
*,-10.153857082475827
*,6.290595030871855
(,-9.154635556728076
jan,-35.76531957978917
2015,-12.537514938656665
-,-18.379970063993795
present,-51.13199884992184
),-8.183869899190624
-,3.7340705166508
managed,-31.613156780916132
classroom,-43.2869914207233
responsibilities,-44.14945999583693
and,-28.139388867484485
maintained,-26.093039083704316
continuity,-23.245422708092356
in,-7.701547232986114
learning,-33.47598847340659
.,3.075468285439256
-,10.394857280986741
incorporated,-23.129540599541276
cooperative,-45.11598511670612
education,-48.48053537091153
and,-28.759633758386144
role,-36.73475921465974
-,9.565332011784163
playing,-30.418105482515113
activities,-52.62247465094363
.,6.741385257504164
-,5.021396147963148
encouraged,-52.966123937062825
critical,-25.117135246265626
thinking,-12.890191710321188
through,-23.986632569958847
challenging,-34.40013593902053
debates,-23.073359605215764
.,-9.17047274712206
2,-20.929626757447902
.,-2.115799043069302
*,9.62884387561938
*,16.778589492213317
national,1.2797367918473914
account,-30.055386931981953
manager,-4.084271717603617
*,-9.812448651560185
*,-0.46055427656435666
(,-15.037810852115978
jan,-47.142429024733524
2005,-33.16160441040449
-,-17.546197176219863
jan,-31.70651508448516
2014,-9.958953974921434
),28.94776576281966
-,11.811530316554343
developed,-10.31631317114278
relationships,-1.9682587897279564
to,7.654845233404718
grow,7.7138838023041405
the,7.349884303966109
gaming,4.873917946500835
and,1.6237410988767553
lodging,-26.040288702789237
business,33.219328536347206
channel,16.599463590586844
.,7.194294200082601
-,5.386507754060535
managed,-2.1040127784694924
partnerships,-13.096644945860445
with,-15.853703779854362
major,1.0908589036215366
companies,-34.46212469452797
",",9.681826760627361
achieving,-6.210850070145381
$,10.699536239131547
105,-2.626458054140969
million,-2.7784090341889263
in,-7.26386007619852
annual,-7.934134240133094
revenue,1.1188706518058438
.,12.0670820133491
-,9.786111094808351
built,13.529528293130372
strategic,-0.4011864646669619
alliances,-3.9102963359216965
for,-9.451847226839805
sustained,-6.819928343004599
revenue,-8.252826677596282
growth,0.9352768025918047
.,15.267713159288828
3,9.737005766530974
.,-8.123050908692619
*,-1.1178330832881092
*,9.06509115403303
regional,4.115338763486244
sales,0.6368962421027087
manager,-6.673181213835424
*,-17.768415197467746
*,-7.963183345655933
(,-4.1600778716596105
feb,-24.486631967057882
2000,-23.477761791970877
-,-16.695511461266765
jan,-32.286884275711124
2005,-17.58123732304355
),11.743439581013455
-,12.627051075831574
led,5.853301911146338
teams,26.104638135624864
to,23.185586660556307
ensure,2.1969493327059406
franchise,-8.618519925950286
growth,1.488442683019495
and,-31.93947655728755
timely,-16.642705912802302
openings,-18.693678469120577
in,-1.7146640384631824
california,-19.30430054529977
",",10.58280528583145
nevada,-14.817806909043927
",",0.3742061495164219
and,-0.6377755508631731
arizona,-24.347561164051516
.,11.256488585376148
-,15.676900080766343
established,-4.897060766433809
lodging,-19.78087183482771
and,-4.001839178259366
gaming,5.5522722602096195
as,6.760119122610333
a,-4.352245361319568
viable,-21.547716757515783
segment,-32.80357896735609
for,-38.39871693590137
starbucks,-41.21962260629771
coffee,-38.44279934615541
.,9.5414583257783
-,21.477611137492673
increased,-9.321303047383465
licensed,-26.97959159689917
stores,-37.853333240875436
along,-7.398603045671669
the,4.872719880292109
las,1.3114485043443118
vegas,4.647254477178818
strip,-5.588021811206693
from,2.2206754062761735
1,-21.006594951699537
to,-20.406214033615754
51,-19.381004383619423
locations,-37.25970911091797
.,-15.72569817243172
*,-7.276514486829278
*,16.93186516662787
publications,-43.41429937940924
and,-32.35431907685069
presentations,-31.204566660499655
:,-23.03047306057869
*,-13.286231955268187
*,6.268555703838809
-,4.456345893794872
oral,-12.51388322061801
history,-25.392015445824345
:,-11.950337871559396
[,-38.59648025626712
link,23.956999100396114
],-36.639529760273966
(,-3.4172996142750693
http,-28.386128687207446
:,-12.508115143006368
/,-25.813905847434892
/,-8.681292830079633
www,-20.879639562985673
.,22.873401532258036
lawrence,-33.097916191743934
.,17.160575485857606
li,15.54474328620248
##b,0.997132353508364
.,25.070340480314645
ks,-7.87778998901081
.,20.050128910442606
us,-15.141177919097151
/,-7.084191705523778
oral,-29.222947572181145
##his,-42.04687335265053
##tory,-29.905266690116544
/,4.759257168340512
net,17.74161576365069
##her,-14.266984277340796
.,15.812388847730707
html,-18.18378577377675
),-18.57399803697943
-,9.328482467530787
corporate,26.96871634684665
culture,-5.175871434982157
presentation,5.642534028346464
:,-11.461187184859577
[,-33.35667091325938
link,25.882985253838573
],-33.70521483156063
(,-6.12960891283803
https,-15.129230023897913
:,-16.363908305738256
/,-13.989659584159115
/,4.23369544683751
www,-10.385195083210816
.,-14.78884266778499
youtube,-23.664637249078023
.,27.425830305088866
com,-11.790903283852694
/,3.9058205010844307
watch,-15.281812010306526
?,-2.9505416044630666
v,16.144443707677016
=,23.48928800919427
tt,8.655747179882354
##h,-2.1579126301119116
##6,0.25527208976656773
##y,-22.802574996250858
##7,-2.1724304048435665
##eb,-29.153243090510244
##do,-5.737370607694363
),-23.013891872762677
*,5.95359896506671
*,12.360143285365679
membership,-17.935055548798076
##s,-8.395198519673512
/,-10.653242607169485
scholarly,15.178802854466845
societies,1.4502480144752572
:,-22.079864684327404
*,-6.448015670417209
*,12.919287285527862
-,9.723593691375278
fraternity,18.98770464848646
:,-12.42491967604247
[,-35.087192081648446
link,24.536948360804217
],-42.08927967841868
(,-8.873582458325146
http,-19.819178633515396
:,-15.696528178384208
/,-20.49810484554166
/,-3.078998101870441
www,-13.363076919657429
.,-10.301573496297932
las,-20.360894576029725
##ve,9.889934597349674
##gas,-23.28303540128469
##nu,-1.526992063187788
##pes,-33.09342295650342
.,21.40400792806962
com,-16.9950785774988
/,4.980366665386406
curtis,-35.037975080160905
##net,23.744392071665068
##her,-21.648551079192245
.,17.892015443589717
html,-18.992746899812914
),-7.226924166600613
*,4.566003225747747
*,22.888256776762038
skills,-4.073530233892224
:,-9.359735747807473
*,-11.254310665269987
*,9.739378639082734
-,18.294275232028152
branding,6.762148261778196
",",25.450171576749042
business,36.79742009059958
case,4.731964137500138
development,-8.251694226364888
",",25.80499324871215
inter,4.084327830302605
##personal,-17.787961671665293
communication,15.597213458925292
",",24.920547566716614
critical,-18.430014464987174
thinking,-3.029331863866482
",",20.99115597003901
lesson,-21.65064637306176
planning,-10.915604321941721
",",14.867093668982838
microsoft,54.0878247592449
office,55.39401993056458
proficiency,14.94638231349607
",",6.7798972581852
relationship,-11.50727767595112
building,-4.571884084855122
",",-11.324328162094869
and,-20.447768796776494
seminar,-28.501868237101107
presentation,-14.453802860238131
.,-10.064295660314006
brendan,-37.67197451768032
',3.6296200840906234
s,3.6019068385132336
