,overall_token_importance
[CLS],-0.001806207240890777
kenya,0.001334975621561771
jones,0.0020110491549721853
is,-7.914830210774288e-05
a,0.0010909752674148334
skilled,-0.0004040184522782544
.,-0.0012601480204762186
net,0.0051933968366546365
web,0.00563094092918302
developer,0.0002856076284518743
with,0.0011702251457373013
experience,-0.0020449074812666024
in,0.0012175394975289797
migrating,0.0039316862170488
websites,0.006270822497472729
",",-0.004144993797210312
designing,-0.0009761266685686423
applications,0.0003303075857053402
",",-0.0001521355683998617
and,-0.00478002117921581
developing,0.0009424928826887221
databases,-0.0012152838953512558
.,0.0031159763265458332
she,0.006178669345437944
has,-0.002274198641787287
a,-0.0006017513471160195
master,-0.0019827874513752707
',-0.0028154242843000613
s,-0.0006303042093945178
degree,-0.004496803649815705
in,0.0032404037960500763
computer,0.010417297515130972
science,0.002050414161098755
from,-0.003177163777818773
indiana,0.0053085856446790005
university,0.001584221909678432
and,-0.003126440822091049
a,-0.0016250491275145076
bachelor,-0.003566466346901243
',-0.0021143700999114367
s,-0.0008497048121169826
degree,-0.004422322639365493
in,0.0027324448332224
computer,0.009491524624261395
science,0.0018241071364985336
and,-0.0032503307951501944
engineering,0.0015918412169253196
from,-0.002186913303673843
jaw,-0.0006812858967240824
##aha,0.004306056668360009
##rl,0.005974916100320814
##al,0.0015067087073089343
nehru,0.0032735711549114126
technological,0.003149185309933106
university,0.000138128929657712
.,0.0031369418755554396
kenya,0.005181454243799441
has,-3.6077100808067894e-05
received,-0.0009965556073023183
awards,-0.00012428217968798224
for,-0.00020262594677682638
her,0.0071734780178533694
work,0.0022861872403121173
",",-0.001680337617789603
including,-0.0016944528143444434
winning,0.0004262561091522616
the,0.0022402761392184382
associate,0.0003891340137854
of,0.002662700743522265
the,0.004270041357023188
month,-0.0024009669016500216
award,-0.0039347125322358465
at,-0.0019321047292960491
ie,0.005492180429018459
##nt,0.0035909028829141125
and,-0.00037485587815546604
being,0.00035697413467849256
part,0.0012979661562453984
of,0.0013113921770771084
the,0.0035396063380246697
team,0.0010217121480784706
of,0.002292517962623566
the,0.0034096755151618355
month,-0.0025537604225504876
for,0.0008774415878925055
projects,0.0009503084187120429
such,0.002129226051833883
as,-0.001666207687835516
debts,-0.0015827989770504293
and,-0.00525732464376187
er,-0.0015837693895735232
##fa,0.0005019794127645627
.,0.0030891956418761055
she,0.007450239397237723
is,-0.0016211448333057553
proficient,0.003250653229631595
in,0.005967443516097487
programming,0.0040237882182644425
languages,0.0030260000418197387
such,0.00032651145017812235
as,-0.004048370973651017
c,-0.0004134528878842112
#,-0.005113280122513189
",",-0.002910950434791559
web,0.004546756915287782
technologies,0.0027215832327708326
like,-0.0019400556377947198
share,-0.005025682284975945
##point,-0.0038096352678864513
",",-0.0022527968252367596
and,-0.003917495586596846
databases,-0.002927278767369383
like,0.0002818958079454556
sql,-0.005137885453252908
server,-0.003041426521110728
.,0.0029363499650766193
kenya,0.007574748304317792
',0.0005453049257739782
s,0.00037515919128313984
technical,0.007039663029666818
skills,0.0018943134868926173
also,-0.004435471778008777
include,-0.002307188098971566
html,-0.0002808447606579216
",",-0.003004496648288196
cs,0.00028181383097045874
##s,-0.0038643690557793697
",",-0.0029667183100285026
java,0.0005828644817663302
##script,-0.0020049367851212893
",",-0.002109541168651838
and,-0.00356730198028482
boots,-0.002416060616917518
##tra,-0.006371319290669983
##p,-0.00407064786142216
.,0.003055458160551884
she,0.005237090965011265
has,-0.0030234816757533436
worked,-0.0008104935212681282
on,-0.00023264734658398064
projects,-0.0032705284350405986
like,-0.0004185580014837072
ledger,-0.0024783349492362053
",",-0.006263068878349263
debts,-0.004317809774311957
",",-0.006055719519806933
supplier,0.0017110701184761962
portal,-0.002603495148861806
",",-0.004561240598651816
er,-0.0025583427138762722
##fa,8.567604547701862e-05
",",-0.0035855044287447482
and,-0.004396901924342813
export,0.00016259467555763434
logging,-0.0038105719151908125
tool,-0.002740943814707189
.,0.002825424059403934
kenya,0.0038691501058369733
is,-0.0012687466423190637
a,-0.0004633866218118052
dedicated,-0.000994079873555673
professional,-6.032069478786897e-06
with,0.002397565396882631
expertise,-0.005585978010410478
in,0.0014910428622833362
software,0.006387817288212317
development,-0.004338256375369957
and,-0.006705171143369827
project,-0.003148265976256394
management,-0.007174748617393815
.,0.005497238620550207
[SEP],0.003136840233621635
RACE,-1.0818179951854745e-07
GENDER,-2.552836853020324e-08
PARTY,7.606313356944838e-08
