,overall_token_importance
[CLS],5.2248245600191595e-06
la,1.0732782652836516e-05
##toy,1.3413890468707421e-05
##a,1.1737590941512752e-05
robinson,-2.8141317645128055e-06
is,1.2156602454831829e-05
a,4.480446654783559e-06
highly,-6.482346928929868e-06
experienced,-1.006817906128159e-05
information,1.78384831052803e-05
technology,4.284241949048288e-06
specialist,-1.4470066828987692e-05
with,-7.750765121650297e-06
over,-4.196959263855216e-06
10,1.670069646104299e-06
years,2.248304327165874e-06
of,2.078601227642606e-06
professional,-4.68447147248487e-06
service,7.643727126930315e-06
in,9.702407781237698e-06
technical,8.01572664921325e-06
operations,4.865044364115527e-07
and,9.939044762961948e-07
support,-3.0056404701639014e-06
.,-2.493181013285765e-06
she,1.1689099800454947e-06
has,4.00925811691021e-06
a,6.72354389783831e-07
broad,-3.408631882725891e-07
knowledge,9.479893083198376e-06
and,2.007102998321829e-06
expertise,4.2147081394963e-06
in,7.080790061990104e-06
strategic,1.2492062971034896e-05
planning,6.781906885453656e-06
",",2.4695571646037656e-06
business,7.488509273312664e-06
systems,3.246616036740693e-06
",",7.748021025281867e-06
network,6.611709917035967e-06
operations,-1.979272909541686e-06
",",7.214670839878288e-06
security,-2.7166671724104024e-06
",",1.5753176880045455e-05
and,2.5197118655224876e-06
system,3.065621385419719e-06
analysis,-5.072268790559598e-06
.,-2.1853363950119335e-06
la,1.9370197677022137e-05
##toy,1.6223085640414143e-05
##a,7.940447506313375e-06
holds,4.119620795834351e-06
certification,-4.054780689188834e-06
##s,7.306256880617282e-07
such,-1.742568138831635e-06
as,-1.2534358988498639e-06
active,-3.928569952876956e-06
top,-1.3730753276466059e-06
security,1.5768114837485555e-05
clearance,2.9582360187523286e-06
/,-1.8701271303541183e-06
sc,-3.6973887944480586e-06
",",4.659745321147413e-06
certified,-3.752109219055777e-06
cisco,-2.886917303797709e-06
network,9.641654297346282e-06
associate,-4.644063825194366e-06
",",7.378632392864514e-06
and,2.8548946844928844e-06
certified,-6.7384791937216155e-06
com,4.533749150227703e-06
##pt,4.040729734996527e-07
##ia,-2.9413009318706086e-06
security,3.5834365787057074e-06
+,-4.805919296177415e-06
.,-2.277750345988511e-06
she,1.1415836470243739e-06
has,5.3488957843470045e-06
experience,8.15021103276987e-06
working,5.642323767395495e-06
with,2.914449772103933e-06
the,1.1035965292941781e-05
federal,2.552826348134029e-06
government,6.710292821066469e-06
and,6.395162720174864e-06
private,-3.1491351792777356e-06
sectors,7.4083642848211465e-06
",",8.087667630702815e-06
managing,-1.1619719083519969e-08
t,8.405199663131084e-07
systems,1.132405103034902e-05
",",8.766535573439204e-06
network,1.4748861951532093e-05
operations,4.4472100233581586e-06
",",2.146230174594513e-05
and,4.020357945109033e-07
providing,2.6485827510926774e-06
technical,6.259728523610994e-07
support,4.437192621081766e-07
.,-2.184934516991226e-06
la,2.1371521548671403e-05
##toy,1.6732228228920163e-05
##a,1.1788954783019651e-05
has,1.1963076435726721e-05
a,1.5783426947605349e-06
master,-1.5066966550450693e-05
of,8.230886803882581e-06
science,-3.3171524508876696e-06
in,7.975996158407535e-06
information,1.7205991075627143e-05
management,8.214657312249028e-06
technology,4.265116151678026e-06
",",8.65309589810553e-06
a,2.939117172701039e-06
bachelor,-7.2981495265996645e-06
of,9.919026599798118e-06
business,1.3249054140261948e-05
administration,1.2097993331093898e-05
in,5.171896902476767e-06
management,2.7168493364548273e-06
",",9.469137205169752e-06
and,6.045290893534573e-07
an,-9.549141785511679e-06
associate,-6.720396018527827e-06
of,6.5186280642022205e-06
arts,1.4015357140843766e-06
in,9.086164405727712e-06
liberal,-2.5275293476152345e-06
arts,9.915654376842102e-06
.,-2.3016418925968893e-06
she,-1.7227427315411686e-06
is,2.0844307653718195e-06
skilled,-1.6468746832046884e-05
in,-1.2574856373819387e-06
active,-5.41534920526035e-06
directory,4.410921047488022e-06
",",6.178981730928042e-06
microsoft,-2.2123273845581153e-06
outlook,6.993341743510685e-06
",",8.584233717314497e-06
windows,-4.919141140761956e-06
operating,5.0411861749381e-06
systems,1.3832769473591526e-05
",",7.227157067327854e-06
network,8.498440641204857e-06
security,3.6940227869412035e-06
",",6.394377102817082e-06
hardware,-1.1706003374207424e-07
and,1.1007381024866606e-05
software,8.306331010977281e-06
installations,-2.29926011186985e-06
",",3.5904167426387314e-06
telecommunications,3.2260397275481124e-06
",",5.610493713963756e-06
database,1.6685281583687902e-06
management,-6.670276681043127e-07
",",4.6501889520624235e-06
and,1.9099152854697973e-07
system,2.3883866168165923e-06
administration,-4.039395366015092e-06
.,-2.2778207928412817e-06
la,1.7506812146194867e-05
##toy,1.4180075569302777e-05
##a,2.9884763084544635e-06
is,1.0714619403083211e-05
a,5.0588872955588573e-08
dedicated,-5.51743102801193e-06
professional,-8.695925715716658e-06
seeking,-6.762622095535458e-06
permanent,-1.147043086275501e-05
employment,-3.979436478388214e-06
in,2.1104506208759837e-06
an,-8.689845406313003e-06
outstanding,-1.485490552008699e-05
organization,-3.55498901793054e-06
that,-6.685733395953443e-06
offers,-9.758447312952498e-07
opportunities,-3.6207649922259e-06
for,-3.920957074119799e-07
growth,-1.1575101529967537e-05
and,-8.68496315038698e-07
advancement,-7.693604996967589e-06
.,2.4763783052964405e-06
[SEP],2.152669356805484e-05
RACE,-1.0818179951854745e-07
GENDER,-2.552836853020324e-08
PARTY,1.557327600210101e-09
