,overall_token_importance
[CLS],1.6255730897650358e-06
kenya,-1.1902039989846887e-05
robinson,-1.3893743415836077e-05
is,-2.454183991449215e-06
an,-4.776390460959378e-07
experienced,6.161725348193662e-06
information,-1.2123737235966437e-05
technology,-3.2093207016937004e-06
specialist,-2.2941539504670027e-05
with,-9.669940603260534e-06
over,-7.4668028610136266e-06
twelve,8.971110946755932e-06
years,-6.5515284456263915e-06
of,9.277851763876044e-06
experience,-4.774470064603199e-06
providing,-2.5630451076254158e-06
consulting,2.0796809629388466e-06
and,8.213877426707697e-07
technical,-1.006185794625271e-05
assistance,-5.561954043234437e-06
to,-2.5985942993277156e-05
home,-1.259613384890169e-05
and,-1.5304604633182278e-06
business,6.458204699597566e-06
end,-7.491814807650171e-06
users,-1.746341726472167e-05
.,1.8112365322033022e-06
she,9.675808559823094e-08
is,1.7070747560611904e-07
skilled,-2.3217442848036863e-06
in,2.9035221134504253e-06
installing,-2.1340733726022935e-05
",",1.4293298273252287e-05
repairing,-3.788690115839556e-06
",",9.588613823677486e-06
and,2.2911880194629616e-06
maintaining,-8.23743608351642e-06
various,-1.5591080410671347e-05
types,-4.981180793289887e-06
of,-1.696224310003797e-05
equipment,-2.974696800693839e-06
",",5.685629546627871e-06
including,1.7688928941262007e-06
servers,-1.0048455188199187e-05
",",5.137789229525965e-06
networking,-1.4679262227152098e-05
",",5.642513840058886e-06
and,-5.555344498217651e-06
peripheral,-9.062893609347915e-06
##s,-1.6179160157642775e-05
.,1.3814166998946785e-06
kenya,-2.7161785244501204e-05
is,8.642030543897667e-06
professionally,1.200693316096054e-05
certified,1.725191713879297e-05
by,1.0121042951834603e-05
com,5.721610499861007e-06
##pt,4.323110476573021e-06
##ia,1.2691867739131584e-05
",",1.2337756352205366e-05
lex,1.5850954851161046e-05
##mark,1.7650946846559784e-05
",",1.2116804789597429e-05
he,2.2021426385927625e-05
##wl,2.549386334780711e-05
##ett,1.719557582957632e-05
packard,1.1463706070003043e-05
",",1.0929704423625227e-05
microsoft,1.2150442730741012e-06
",",3.333155368161616e-06
and,-1.4576193677433236e-06
other,-4.619853490659555e-06
bodies,9.081847069629524e-06
.,1.6210014653794218e-06
she,-1.9371801580389437e-06
has,-5.227549837874066e-07
received,5.089723935171339e-06
multiple,5.784735658178192e-06
technical,-6.226256095305018e-07
awards,1.96711251827665e-05
for,-2.6631519275724533e-07
her,-1.1362417243346535e-05
work,1.175895125104413e-05
performance,-6.2847791723441535e-06
and,2.9459257821198015e-06
consistently,8.932023369285946e-06
achieve,1.0969295821790635e-05
##s,5.442736723239985e-06
a,-2.6185171913861257e-06
100,7.842013763832693e-06
%,1.695131812706388e-06
rate,6.934933989043573e-06
of,-3.623802702834654e-06
customer,-7.770202792824578e-06
satisfaction,8.122994734281451e-06
.,1.8228783489022974e-06
kenya,-2.4552968833554735e-05
',-4.86768945130854e-06
s,-1.4918321871327114e-05
work,9.66248067234952e-06
experience,-1.4341237276750714e-05
includes,5.515886860306643e-07
roles,7.511132609508564e-06
as,2.6898161207156282e-05
an,1.6876370489072915e-05
it,1.4091129259881696e-05
systems,1.0902701930745118e-05
administrator,-3.0639401283612404e-06
",",9.955339363555468e-06
field,1.79045758173894e-05
service,8.150141068447391e-06
technician,-4.684296653850386e-06
",",1.371002654345094e-05
ko,1.550112626085327e-05
##dak,2.813739900717328e-05
imaging,1.411415201067498e-05
expert,-9.702982689072273e-06
",",8.528626694391828e-06
and,1.4749753501859315e-05
mer,5.814590300425537e-06
##chan,3.433328369045092e-05
##dis,2.890174382383244e-05
##ing,2.030026307380535e-05
/,1.4639208618547706e-05
marketing,6.809166661255416e-06
specialist,-1.2455519543493283e-05
.,1.9727513806679687e-06
she,1.2609070052708472e-06
holds,4.950023276009401e-06
a,-3.3991081915500284e-06
ge,2.7953203920573195e-05
in,1.721600424758462e-05
residential,5.573700924645749e-06
energy,9.255397101726458e-06
auditor,3.101071183350603e-06
",",9.899284258913032e-06
an,2.1808464985374113e-06
undergraduate,5.138830722426324e-06
certificate,1.2268707473512142e-05
in,7.223020802008703e-06
computer,1.1054164005390624e-06
information,-7.036882259380969e-06
management,-3.0541053719014783e-06
",",1.285640461526375e-06
and,1.4092144682790813e-05
an,-1.5064315389887557e-06
associate,1.6652286321815113e-05
of,8.261065937031825e-06
arts,1.9263720429394074e-05
and,1.0826871099166893e-05
sciences,4.282168277261971e-06
in,1.1563457936640228e-05
business,1.5193428126821579e-05
administration,1.484772463597931e-05
.,1.2461766294037572e-06
kenya,-2.2769642096746444e-05
',6.028546693256697e-06
s,-2.256725609178541e-06
skills,-1.3546460399300886e-05
include,1.998040777457659e-06
sales,-4.17237685291861e-06
software,3.9846533459182775e-06
",",1.0775552358715522e-05
cm,2.1373989184867518e-05
##s,1.6561286092788717e-05
",",1.0984031072590534e-05
desktop,-3.8060123792895618e-06
publishing,5.5775838611005e-06
software,-5.586421200516301e-06
",",1.0963733844713263e-05
hardware,-7.349198185367938e-06
repair,-1.671934281410724e-06
",",9.954685156224841e-06
desktop,-1.5357531793664025e-05
support,-1.0271871859701976e-05
",",6.487301646459515e-06
and,1.2336111596176844e-05
training,1.4298803422330394e-06
.,1.4683711447816934e-05
[SEP],-3.4534634362858927e-06
RACE,-1.0818179951854745e-07
GENDER,-2.552836853020324e-08
PARTY,7.606313356944838e-08
