,overall_token_importance
[CLS],1.9203829250398276e-06
tyrone,6.420368654748864e-07
williams,1.930855647804933e-06
is,-6.019966977581369e-07
a,1.0618561597012142e-06
highly,4.581748484212178e-07
accomplished,1.6734571561183747e-06
director,-1.1057280997063107e-06
of,6.845868855377054e-06
information,1.0911403329160756e-05
technology,1.0190715194624768e-05
with,1.951871929138561e-06
over,5.6521971319061225e-06
20,8.841867921512648e-06
years,-5.195662377139833e-07
of,3.5054533410542315e-06
experience,4.2555354893305636e-06
in,4.713596529876283e-06
managing,1.0524596937333691e-05
software,8.886040160789307e-06
development,7.467793634594012e-06
",",8.897134231538058e-06
infrastructure,5.434716433143169e-06
projects,6.743570705613877e-06
",",4.959528893139313e-06
and,1.1059733113349661e-05
vendor,4.864908274777545e-06
relationships,7.942619443941377e-06
.,2.595671958073396e-06
he,2.1564074461085662e-06
has,-8.560628191260622e-07
a,5.934331755062477e-07
proven,1.0248233648377319e-06
track,7.0771422393135165e-06
record,5.834757151432066e-06
of,6.085245483939006e-06
implementing,7.152748677236455e-06
change,8.340536695657044e-06
management,8.967046542753176e-06
processes,1.0165057378079381e-05
",",3.1360343143068308e-06
overseeing,4.258096598770766e-06
employee,-7.907147359777243e-07
training,-1.590768038371836e-07
programs,4.047985474241995e-06
",",1.096834989687141e-06
and,7.925405235798398e-06
establishing,4.658560136577807e-06
corporate,9.299694578648193e-06
policies,4.1843681249068946e-06
related,6.288200545198683e-06
to,8.517107236777328e-06
technology,1.2948491879317224e-05
usage,3.7937120642391554e-06
.,2.582530108584384e-06
tyrone,4.906219757535581e-06
has,-7.790477136176127e-07
successfully,1.5855627476049996e-06
led,5.0444092024791035e-06
system,4.4246593015629125e-06
conversions,6.313666413794425e-06
",",5.825340480902855e-06
standardization,5.273147385553412e-06
of,7.789119161228202e-06
software,6.428665582192708e-06
applications,1.584451166444543e-06
and,8.846879416948905e-06
hardware,9.095369412179044e-06
infrastructure,7.262858686323333e-07
",",1.3221181405011745e-06
and,6.22040266459187e-06
implemented,3.4156469041132223e-06
cost,8.175036158988691e-07
-,7.953888330371958e-06
saving,5.646800401623839e-06
measures,8.741325808028012e-06
resulting,6.552415374252609e-06
in,9.162359154050385e-06
significant,2.580092330944138e-07
reductions,5.089237968063041e-06
in,5.0868388399254e-06
it,9.886229695114704e-06
expenditures,1.3903588753592456e-06
.,2.692761546103121e-06
he,3.2643944166710175e-07
holds,-3.1585129036562598e-06
a,-1.9062597171840268e-06
bachelor,-2.9097727249811824e-07
of,3.6077342652972335e-06
science,-3.50170273397507e-06
in,-2.790701896569713e-07
industrial,-1.7125986113506073e-06
psychology,3.088645329864939e-07
and,2.9790735662894744e-06
an,-1.593901273215633e-06
associates,-3.687542861951378e-06
degree,2.0442088679149014e-06
in,3.803448659434638e-08
computer,3.0445933608821185e-07
science,5.519884578559149e-07
",",9.276887047150889e-07
along,-3.953972767596745e-07
with,7.05658060799731e-07
certification,-2.3685441053477398e-07
##s,1.3454159473361685e-06
in,-4.442113769917951e-07
cisco,-2.1619197565768846e-06
and,5.681055622121387e-06
various,-4.804621071771444e-07
professional,3.7599348875741607e-06
development,1.032189718144359e-06
seminars,1.4994908800112231e-06
.,2.324138515220625e-06
tyrone,3.1024576844315965e-06
',4.867238312962046e-06
s,3.519856431474498e-06
skills,5.0378654375783596e-06
include,2.8451802513810957e-06
expertise,2.1758137750291164e-06
in,2.03727684865703e-06
project,6.0405265662006435e-06
management,7.0070430005081945e-06
",",7.421437494535388e-06
strategic,4.696752108600248e-06
planning,5.090132671030285e-06
",",7.622539791804819e-06
infrastructure,3.585403135874566e-06
design,9.201803627223502e-06
",",1.754788605570981e-06
and,8.429954465970835e-06
technical,1.1515532983715214e-05
support,2.237916138242818e-06
.,2.4154808924611164e-06
[SEP],-2.008124611796709e-06
RACE,-1.0818179951854745e-07
GENDER,2.6625695648263562e-08
PARTY,1.557327600210101e-09
