,overall_token_importance
[CLS],-1.6251925495022908e-06
laurie,-8.993416750673952e-06
mccarthy,-1.6821536513635463e-05
is,-5.192184873232617e-06
an,-2.089834472505814e-06
experienced,-3.22967840704853e-06
director,-3.404159207835922e-06
of,4.69758544570734e-06
information,4.476348047500483e-06
technology,1.2129463691454869e-05
with,2.543859794824348e-08
expertise,6.047991233028163e-07
in,7.802860638226561e-06
network,4.31495409523e-06
design,5.468463727599027e-06
",",1.2898214399863444e-05
enterprise,7.73686665341958e-06
resource,7.776168080943948e-06
planning,9.904596508243427e-06
",",1.448775193247842e-05
cloud,5.935368539864455e-06
technologies,4.7358161697530565e-06
",",1.738494913195906e-05
and,7.774677893255089e-06
internet,4.204476665215409e-06
technologies,4.606255012001665e-06
.,6.90527580782413e-06
she,-4.7251288905525967e-07
has,-4.048435978075978e-06
a,-3.6124932516092872e-06
proven,-8.4863400766338e-06
track,-1.8405119691484011e-06
record,-3.7989867745285334e-06
of,1.2348225506567765e-06
saving,1.0384142033234867e-07
organizations,1.507281132607118e-06
money,1.034184753720996e-06
",",6.175001885155619e-06
completing,3.4568309435199395e-06
projects,1.7427514745960215e-06
on,1.3785836441691867e-05
time,4.297842458794103e-06
and,1.4145759570370093e-06
under,1.0197802657154344e-05
budget,4.8591239120511296e-06
",",1.8063431558824158e-05
and,-6.518954461528196e-07
improving,1.7190979002835546e-06
core,-2.939921777285601e-07
system,3.4661733510713654e-06
availability,3.8145691231179017e-06
.,7.286387013367518e-06
laurie,-3.272050241601203e-06
is,-4.63107065718635e-06
skilled,-5.810328184518116e-06
in,2.746572045406272e-06
small,4.862218165785683e-07
business,2.1990207503958758e-07
development,5.2230066210856655e-06
",",7.702675778144335e-06
project,6.500164633996673e-07
management,1.2728337702035704e-06
",",7.2949301890403064e-06
leadership,-2.933906842249543e-06
",",1.3326061095734572e-05
and,4.004631734782551e-06
client,1.375534064034323e-07
account,9.390094322295479e-08
management,3.808075424961735e-06
.,7.071355846914906e-06
she,8.06583551299521e-07
has,-1.8416662107181822e-06
successfully,-4.165043156053778e-06
managed,4.045937926411777e-06
it,2.532036248739411e-06
operations,-1.984571224659746e-06
at,-1.6760837854325696e-06
multiple,-6.470488039692819e-06
campuses,2.9406353198686805e-07
and,-4.692567624089501e-06
implemented,4.716659814163271e-06
new,-8.094885234609153e-07
systems,2.002871100271469e-06
and,4.115083688384524e-06
technologies,3.642717436658237e-06
to,8.547121948530578e-06
improve,1.3826031762291986e-06
efficiency,-1.0638403249154424e-05
.,6.948651473826825e-06
laurie,-4.502932061331958e-06
has,-1.0989620039661056e-06
a,-4.180105073063109e-07
strong,-5.992036577934211e-06
background,9.691842577975958e-07
in,6.973942426831523e-06
enterprise,6.023340575845299e-06
platforms,5.3643896603265405e-06
",",1.159881135896398e-05
forecast,7.4435523620819114e-06
##ing,1.3292057432669247e-05
",",1.8611758554870805e-05
and,6.303622215417122e-06
hardware,1.9970952363860395e-06
/,2.1034888242394274e-06
software,1.0257423621882403e-06
upgrade,3.3139148936395445e-06
planning,4.721191209571145e-06
.,6.785815727943595e-06
she,4.1761889695709807e-07
has,6.559219370225743e-07
received,-1.1822227525894568e-06
recognition,1.5185497419303544e-06
for,1.1080799147423067e-05
her,4.959097688761625e-06
outstanding,5.960020595854967e-07
contributions,1.6403916909450276e-06
and,-2.014910685604437e-06
has,-1.1892072004922194e-06
presented,2.0840663388177817e-06
at,5.258197343877266e-07
industry,5.41804051313036e-06
conferences,4.945025426933142e-06
on,1.8191070675303798e-06
integrated,3.154619058922134e-06
solutions,4.097202359815978e-06
and,1.01183176071503e-05
automation,4.353029809189112e-07
tools,-1.6296917531702745e-06
.,7.118755130677757e-06
laurie,-3.0018337386511904e-06
holds,-1.63224202419504e-06
a,1.2289059850861793e-06
bachelor,1.0377085478392955e-05
',9.011609810539242e-06
s,1.1604987819348425e-05
degree,4.917128559517551e-06
in,1.4579454054991795e-06
information,4.576927306745418e-06
and,1.3135119649660387e-05
business,2.2184859050906715e-06
systems,6.189068467749764e-06
technology,8.024505337517943e-06
and,9.761196940224933e-07
has,1.3396280612439217e-06
expertise,2.555831942058389e-06
in,6.54960847699862e-06
a,5.105414971133966e-06
variety,4.0073939722116326e-06
of,1.1302218130052178e-05
software,3.16290561923854e-06
and,3.267249311479304e-06
systems,5.5463498967140635e-06
including,-3.4589390449769595e-06
microsoft,4.8373834626730905e-06
office,8.294061649454497e-06
",",1.2553956893135675e-05
cloud,6.691745611134137e-06
technologies,6.918341786808854e-06
",",1.9461318737428885e-05
and,8.247382011605567e-06
network,1.3770082210687661e-06
monitoring,5.326194728632953e-06
tools,3.629268557878941e-06
.,5.592526796071166e-06
[SEP],2.9318967574959224e-06
RACE,6.0707393778614e-07
GENDER,-2.552836853020324e-08
PARTY,1.557327600210101e-09
