,overall_token_importance
[CLS],1.956470966827009e-06
brett,1.0974036306506282e-05
sullivan,1.2948487004466018e-05
is,-1.0792302250642438e-05
an,-2.1301868765812838e-05
experienced,6.730956027090452e-06
information,1.666289137736553e-05
technology,3.578428518433055e-06
consultant,2.289415665017648e-06
with,4.318081037186985e-06
skills,-4.831487785127899e-06
in,-1.1501844830498602e-05
computer,1.2597316246361775e-05
network,1.4950056887189084e-05
setup,9.97662133322711e-06
",",-5.854576389461548e-06
troubles,8.92663313326994e-06
##hoot,8.540725046929287e-06
##ing,1.114594770559426e-05
",",-5.839850179941591e-06
software,1.4196324674977082e-05
installation,1.1962907151769328e-05
",",2.0221874967956264e-05
and,-5.571015636601178e-06
computer,1.4231130574562638e-05
repair,7.194728570129562e-06
.,9.956626601607473e-06
he,4.81134457927256e-06
has,-1.1936095529309077e-05
experience,3.1535519893078257e-06
in,-1.0439124228400702e-05
office,1.5941637657531085e-05
administration,3.879394099883721e-06
",",-3.8006942082009006e-06
billing,1.500936487768929e-06
",",1.7172786891011695e-05
and,-4.852127642710218e-06
client,1.2936169687032723e-05
services,1.1657346136531333e-05
.,9.83083800019511e-06
brett,1.1434582181098778e-05
has,-6.1386111925786945e-06
a,2.7496487460095507e-07
background,1.502362062870096e-05
in,1.857751512935881e-06
business,6.36028703873636e-06
finance,6.132386902097935e-06
and,-8.876005843786678e-06
holds,-8.226167974821751e-06
a,-6.154585960473574e-06
certificate,4.018902581087248e-06
of,-5.774439047359956e-06
completion,1.2031893238422639e-05
in,-2.4522560785785255e-06
microsoft,-3.564207887816962e-07
certified,3.339585693291831e-06
systems,2.787859883109051e-06
engineer,1.2905682624656548e-05
training,8.805463566521633e-06
.,9.426325589022881e-06
he,7.217914447874411e-06
is,-4.390852380683963e-06
proficient,1.4409672378404959e-06
in,-6.208398548431807e-06
software,6.298537027181587e-06
such,6.8507316827041925e-06
as,4.7143014636068684e-06
microsoft,7.15862540828464e-08
excel,3.2448654838462985e-06
",",4.603684150059584e-06
word,2.1721647782810337e-06
",",4.464539688430029e-06
outlook,3.260351051670206e-06
",",5.099758468318529e-06
power,-5.358828009521671e-06
##point,8.738576139345655e-06
",",1.7200360932707392e-05
and,-2.678799985936163e-06
hardware,3.2112750188140837e-06
including,2.437346145105921e-06
desktop,-2.97772482377048e-06
and,2.275748643037149e-06
laptop,1.5355300236841423e-06
computers,7.0954234300795994e-06
",",-2.0012890799430912e-06
servers,9.135338350988103e-06
",",-3.584725515956424e-06
printers,2.789145706501427e-06
",",1.4305647995853906e-05
and,-1.7720398075018833e-06
route,1.131752983534197e-05
##rs,7.552998079720583e-06
.,1.0345955335537287e-05
brett,6.637972519304904e-06
has,-2.8664398752712273e-06
a,-3.661601905069078e-07
strong,6.757281775816393e-06
track,3.235330556279614e-06
record,8.1323381172661e-06
of,-9.9479250189816e-06
developing,1.2242608561331135e-05
relationships,7.370487654337479e-06
with,1.3507618509520525e-05
clients,1.3248623091170801e-05
",",6.571433583033216e-06
managing,4.71558470172611e-06
office,1.7760585852840876e-05
operations,1.4785326696727357e-05
",",1.8738107969528936e-05
and,-2.509337684917036e-06
handling,2.8944591978997316e-06
technical,6.640206389001385e-06
troubles,1.0401134636614953e-05
##hoot,1.7541387551614505e-05
##ing,9.925975967244649e-06
.,1.1042618973848199e-05
[SEP],1.6345923971766661e-06
RACE,8.220823666249544e-07
GENDER,2.290802325610741e-09
PARTY,-6.588585677036464e-08
