,overall_token_importance
[CLS],3.0021809910129356e-07
brendan,-3.271795407486437e-05
o,-2.7236982353547433e-05
',-4.3284031797033784e-05
brien,-5.318797508197102e-05
is,-1.1853336429311122e-05
a,-1.785868191256273e-05
customer,1.989892166730341e-05
service,-3.485595370843697e-05
professional,6.613813279055533e-06
with,2.5935068706517145e-05
excellent,1.8689479775947293e-05
analytical,2.3319431243956096e-07
skills,4.497108495961066e-05
and,2.3339269128451205e-05
a,8.206557964225074e-06
strong,1.4923713271066426e-05
ability,-1.9433182006614534e-05
to,-3.905100507468294e-06
resolve,2.639572240147698e-05
complex,3.1056425814978745e-05
network,4.797086157689947e-06
issues,1.2713105776323723e-05
.,-1.8798728742920387e-05
he,-2.1231892716176373e-05
has,1.60832542808043e-05
a,6.505898936569504e-06
proven,4.6969274057452076e-05
track,4.049163395473508e-05
record,1.3907439516609806e-05
of,-1.4533185518169955e-05
exceeding,3.610994858311514e-05
performance,2.575904296732753e-05
standards,4.11748481218e-05
and,3.795222316713443e-05
achieving,2.2122767202177885e-05
high,4.122084392510031e-05
customer,3.6146988283069614e-05
satisfaction,9.37956088415676e-06
rates,4.086353421238328e-05
.,-2.031703917921421e-05
brendan,-9.983050230164062e-06
has,1.9344719933385898e-06
experience,4.303455732768956e-06
in,-4.261148407010726e-05
various,-2.0255676922087647e-05
roles,-1.1244617646817981e-05
such,-4.991555574903647e-06
as,-1.6627198526250606e-05
teaching,3.5780886494243566e-06
",",-8.270755377732743e-06
nursing,2.2877134119034236e-05
aide,3.0114523949236536e-05
",",-7.624458231507372e-06
front,3.0057720381150135e-05
desk,4.765332527376301e-05
receptionist,6.213953301683192e-05
",",3.419558035477239e-05
and,1.4952583422171958e-05
cook,4.6065879113814934e-05
.,-2.1271846697145193e-05
he,-3.195021818969384e-05
holds,-1.887490582590237e-05
a,-5.119623853344964e-05
bachelor,-5.665792637349467e-05
of,-4.619046736582389e-05
arts,-3.866511529268871e-05
in,-3.116012553082169e-05
african,1.2916225422611546e-05
american,-3.0444877477683164e-06
studies,-2.649971463130327e-05
from,-1.7494948197115994e-05
the,-2.0841170642007732e-05
ohio,2.1283097865661676e-05
state,3.8307101190047794e-05
university,-1.2390191211333628e-05
.,-2.0581429799928014e-05
brendan,-9.600879265378139e-06
is,-6.3722536629280514e-06
fluent,-2.9686059560172315e-05
in,2.3223541387937994e-05
english,9.462092984499219e-06
and,1.0631545439997687e-06
t,8.267239328019388e-06
##wi,-3.700471250862426e-05
",",-2.921810978296773e-06
and,6.391825465959435e-06
is,-4.935697502861435e-06
proficient,-4.327780243438356e-05
in,-4.553119777095031e-06
microsoft,-1.698305130306695e-05
power,8.091304027290872e-06
##point,2.2288779722973922e-05
and,-2.45744644535042e-07
word,-9.972539182526159e-06
.,-1.7649484585821414e-05
he,-2.3421176624860237e-05
is,-3.708184642133752e-05
energetic,2.724664764784296e-06
",",-1.167457009966231e-05
organized,9.87336535628361e-06
",",4.5906072498728447e-05
and,2.8563722293686617e-05
has,1.4890383085166323e-05
a,-7.489247565871651e-06
passion,-3.07299365356023e-05
for,-1.6331985809941755e-05
community,2.3527098627992624e-05
involvement,9.167353465436439e-06
",",-1.0789195834582598e-05
including,3.880573646151314e-05
being,5.13209427662072e-05
a,2.8826432177242647e-05
member,1.7359493898617772e-05
of,8.992487052818293e-06
the,-3.534346390514619e-06
apostolic,7.62253365931578e-06
church,8.704076226628074e-06
choir,1.3091189445857472e-05
and,3.5603688929744474e-05
volunteer,5.7088892676721963e-05
##ing,4.724085112556187e-05
as,2.750192474578497e-05
an,9.108047365425541e-06
event,1.7164719195897417e-05
decor,4.209840898267996e-05
##ator,4.857180310821006e-05
.,-2.769375909550049e-05
[SEP],4.864401823772263e-06
RACE,8.220823666249544e-07
GENDER,2.290802325610741e-09
PARTY,1.464556902419645e-07
