,overall_token_importance
[CLS],0.00011465347314135096
la,0.00022237729997547214
##toy,8.412156263064707e-05
##a,9.067901728893285e-05
jones,-4.278585088468051e-05
is,6.805216243955093e-06
a,1.026180473012879e-06
skilled,-6.282347201089642e-05
customer,-3.923439893998774e-05
service,-1.0339821369691844e-05
representative,-5.102213863832015e-05
with,-3.7016985254469684e-05
six,-0.00012814996616253453
years,-2.8200879543463195e-05
of,5.004201421121736e-05
experience,1.1368830035365232e-05
in,-4.121075719351153e-05
contact,2.782700410663074e-06
center,-2.726819502886557e-05
operations,3.268662810255953e-05
.,-5.70523831255491e-05
she,0.00010823805994488147
has,4.5609482994406944e-05
supervised,-2.230511727375429e-05
teams,-7.221984435970785e-06
of,5.110613944873477e-05
20,3.061985719417061e-05
to,2.9142776430496367e-05
100,-1.7794207521128353e-05
employees,-2.3218731819159224e-05
and,2.6894223439317416e-06
has,4.157357179001681e-05
extensive,-1.8324990067390805e-07
experience,-8.998604451493816e-06
in,-2.438691101594418e-05
daily,-5.805855593441205e-05
communications,-1.3610475159396188e-06
with,-3.8107341964321615e-06
leadership,-6.190630448507524e-05
.,-5.5834011314107096e-05
la,8.568851231090841e-05
##toy,4.626984590986352e-05
##a,0.00013727402388849893
is,7.033696394505519e-05
known,2.0870259603996677e-05
for,-3.420354079228296e-05
her,0.00010417819159713677
ability,-1.885803197578992e-05
to,-8.993399317642419e-06
multi,-4.136897612161391e-05
##tas,-1.0107057045030127e-05
##k,-3.1238817458371807e-06
",",2.2420403507171717e-06
excel,-6.213767796066231e-06
at,-6.151820408824216e-06
any,-2.968028691819782e-05
task,5.422140511951519e-05
assigned,6.991144622904813e-05
",",-6.143211124549986e-05
and,7.845247635110895e-06
has,4.4989723665536274e-05
strong,-5.120966080963086e-05
analytical,-4.448337408366631e-05
and,-6.754623192303639e-05
organizational,2.8810253227530735e-05
skills,-2.6262851213667945e-05
.,-5.552986611662385e-05
she,0.0001072356716761737
is,5.940092304914486e-05
proficient,-4.049275439631184e-05
in,7.4161837895434155e-06
microsoft,8.440651913224718e-05
office,8.956005216352238e-05
",",9.278412806095283e-08
ve,3.4668640170547365e-05
##rin,-3.84698184418443e-05
##t,4.447719727837955e-05
",",3.01415148602332e-05
si,2.693971267030935e-05
##eb,-5.8514911515904615e-05
##el,8.855271367157426e-06
",",4.255935601005006e-05
rt,9.923250753758286e-05
##a,5.8179907230336794e-05
",",2.8591574955328618e-05
ava,4.424592630283978e-05
##ya,1.4681449634164935e-05
",",-5.03615986570743e-05
and,-5.239949503904055e-05
various,-4.299629058943295e-05
operating,9.494858996346198e-05
systems,1.922209651877292e-05
.,-5.4888975686327006e-05
la,9.455291516229829e-05
##toy,4.817005841171276e-05
##a,9.719012429080319e-05
has,6.05181822515764e-05
a,6.694815419435466e-05
strong,-4.558713201692114e-05
track,3.099284865438626e-05
record,-2.529047711502709e-06
of,4.311665119118181e-05
handling,2.6076979513589907e-05
large,-1.7201507809380087e-05
call,9.540923128298797e-05
volumes,7.622551485694687e-05
",",1.7016004660317563e-05
providing,-2.92404276400008e-05
accurate,3.389313616389664e-05
information,4.363704507858635e-05
to,-6.420323809477761e-06
consumers,-6.289354149096851e-06
",",-5.809711835182359e-05
and,1.420400534276621e-05
maintaining,-3.6389429920152606e-05
a,6.723491853455784e-05
high,1.0645747189011423e-05
level,-1.2182982750071316e-06
of,8.530602502138446e-05
service,4.133235354683137e-05
quality,1.6000117877269255e-05
.,-5.597794604936278e-05
she,0.00011469640866069059
has,1.8373731773148108e-05
experience,9.727107434675822e-06
as,-3.406455143441885e-05
a,-5.353969775992385e-06
customer,-3.530205684435501e-05
service,-5.26973667523675e-05
supervisor,-6.396726489432558e-05
",",-1.1506806353215315e-05
where,-1.1397484097526122e-05
she,4.2030698391535625e-05
provided,-4.394573718476308e-05
leadership,-5.6520784463746106e-05
to,-9.139172592110431e-05
a,2.061908905341348e-06
team,-6.76190765843237e-05
of,-2.322752999193213e-05
20,-9.812108809824024e-06
to,4.743197745080425e-05
60,-4.194515239082693e-05
representatives,-4.702183919906567e-05
and,-4.845078071803353e-06
met,-2.8531359693020792e-05
specific,8.052334115338793e-06
goals,1.3477703597853946e-05
and,-4.115128332389204e-05
objectives,1.0379893555413213e-05
.,-5.620039032276368e-05
la,5.881748470540048e-05
##toy,2.469573519322242e-05
##a,0.00010032275314959685
holds,-2.362255405853405e-05
an,-1.385221264588224e-05
associate,-0.00015775616475168362
of,-4.861522584343084e-06
science,-7.017602957796517e-05
in,-5.534544951021904e-05
psychology,-1.1112976984345363e-05
from,-9.640553746836617e-05
eastern,-0.0001661128124758284
kentucky,-0.00010506508240874989
university,-0.00015786669106136638
.,-1.2485637808695205e-05
[SEP],7.975173160292549e-05
RACE,-4.892198184336394e-07
GENDER,-5.731384244977989e-08
PARTY,-6.588585677036464e-08
