,overall_token_importance
[CLS],2.5101907673259347e-06
ebony,2.2790626947212425e-06
washington,1.157170608913049e-06
is,7.94811783932626e-06
a,7.644748603792916e-06
committed,7.999764753192165e-06
and,8.261054204752826e-06
highly,1.7315921090622655e-06
dedicated,6.099715750812963e-06
professional,1.7551789165131723e-06
with,3.550234333186819e-06
over,3.697668096761316e-06
fifteen,2.2287810090184206e-06
years,2.1155991708096903e-07
of,1.2964542860410868e-06
experience,7.482633989623233e-07
in,5.376498689212859e-06
teaching,3.1731085935755092e-06
",",4.162762419952685e-06
counseling,-2.4009530856990125e-07
",",1.0036010764559745e-05
and,2.951640418751902e-06
mentoring,-2.9495584075527886e-06
people,1.8222589502576393e-06
from,3.574203472050577e-06
diverse,3.5700256614925653e-06
backgrounds,-1.1472735221931558e-06
.,-3.488677376862633e-07
she,5.820634908386367e-06
has,4.892093479960306e-06
experience,1.0303837742527677e-06
as,2.2763637456494363e-06
a,5.512402995090075e-06
school,-2.3101729322497417e-06
writing,-2.8749503290954195e-07
department,1.0826930468606592e-06
chair,-8.289375525088617e-07
and,4.51792515824551e-06
5th,9.192006839215191e-07
grade,9.799677954584757e-08
level,4.551647999105946e-06
chair,2.1423257825320353e-06
",",4.148373146622422e-06
with,8.149463922985315e-07
over,3.835472797150811e-06
10,3.217078224451966e-06
years,2.7463005878219146e-06
of,2.0707391456564505e-06
experience,2.2665591487177487e-06
in,3.432581767412834e-06
single,3.487873983684925e-06
and,2.7678223724136704e-06
traditional,1.5269043837597035e-06
urban,-3.594617953650242e-07
public,2.135512415919867e-06
schools,-4.673562770106211e-07
.,-4.89606068889545e-07
ebony,5.624140676965267e-06
has,8.049792156819744e-06
a,6.273173850278713e-06
comprehensive,8.31722116966532e-06
understanding,6.331588548474687e-06
of,1.2471685898236256e-06
teaching,-1.316052203150199e-06
georgia,1.943671816449839e-06
milestone,-3.622741923387256e-06
constructive,-8.635656240205066e-08
responses,1.0246256001688459e-06
and,7.420584671246004e-06
is,1.0826975357636011e-05
skilled,5.036493790808545e-06
in,7.033497828682501e-06
differentiated,4.792479838386721e-06
instruction,7.669747521813627e-07
.,-4.1692653987576013e-07
she,6.358497009794645e-06
has,8.028785061137736e-06
a,5.100677703948105e-06
proven,5.6479869810884625e-06
track,2.8116829285823292e-06
record,4.577778560108563e-06
of,1.0451076356311173e-06
improving,4.191770979107548e-06
test,-5.4046617699034e-06
scores,-1.1138898875509052e-06
and,6.991886534695186e-06
has,5.823345925815754e-06
led,9.455362792428246e-07
various,4.250475158270279e-06
successful,3.9838831929311485e-06
initiatives,5.578860934652911e-06
",",4.650335974173074e-06
such,-2.7999778693527053e-06
as,-1.3112186233394672e-06
designing,4.363062867893816e-06
school,-3.5442448949730413e-06
-,2.031470786569105e-06
wide,1.7083874947445686e-06
workshops,1.8526049863394069e-06
on,8.091164385594383e-07
common,1.8210058280335569e-06
core,-2.139434125070104e-06
standards,2.607145461132603e-06
and,2.1065737418194936e-06
creating,3.129411878961188e-06
community,-2.451110480745201e-06
-,2.1657782802692668e-06
based,3.642142601753002e-06
male,1.958807328670811e-06
mentoring,1.6659957120853517e-08
programs,3.741145282506829e-06
.,-2.525203512808373e-07
ebony,4.966263189311879e-06
holds,7.0539584632909155e-06
a,3.2779887542934616e-06
master,-1.867716214781055e-06
of,-5.8943314089942854e-06
education,1.4724767683235946e-06
in,1.715794861893631e-06
reading,2.8073116643881886e-06
and,6.513137981492265e-07
literacy,-7.046439966393695e-07
development,9.046082580787236e-07
and,5.278201364256817e-06
has,4.671322340881382e-06
multiple,1.2219411485101492e-06
georgia,4.784364249133441e-06
teaching,1.8150940210480687e-06
certification,3.6798811262387558e-06
##s,-1.5064562517409836e-07
.,-4.732554490772292e-07
she,7.95134756925653e-06
is,1.2260741594674876e-05
a,1.025973100241719e-05
team,3.5331133409393733e-06
player,1.4276451913654505e-06
",",7.056779094242419e-06
effective,9.633196787720975e-06
collaborator,2.959994320154315e-06
",",7.215058235786283e-06
proven,6.985726738535139e-06
leader,6.118564379657409e-07
",",5.107843383232908e-06
and,8.1917342684029e-06
specialist,3.5036259988753762e-06
in,5.17144361007485e-06
building,2.33647560983741e-06
relationships,4.947755766915995e-06
with,2.6074990447838027e-06
students,1.4600120931108064e-06
and,4.02953450488545e-06
parents,1.3795794921959573e-06
.,-1.5707308786206122e-06
[SEP],4.388376745000417e-06
RACE,-4.892198184336394e-07
GENDER,-5.731384244977989e-08
PARTY,-6.588585677036464e-08
