,overall_token_importance
[CLS],1.2961769565385626
carrie,7.001268723350528
ryan,9.047143192526732
is,-6.419131975378222
an,-8.823526845264308
experienced,12.187574167464723
director,27.38546119624785
of,27.410808856015816
information,99.14489132453414
technology,118.23982986802302
/,-2.6998580179121303
chief,42.70795954092727
technology,115.07363726277786
officer,37.57735687889046
with,3.9067958445433373
expertise,23.941516103084442
in,-14.286778667018773
strategic,33.10124694266589
planning,23.08606946756352
",",9.083290600826992
infrastructure,53.27834088895942
development,10.48870981646733
",",32.1155888756055
and,-0.9332332539466646
digital,33.12097040046895
business,56.01924993344849
technologies,58.81557741440606
.,-4.13877017891053
she,8.758200205154134
has,-1.7523989794372108
a,8.840967514118436
proven,14.109434359600172
track,14.253813873887353
record,6.9152583178430955
of,4.466163221484597
success,9.678581949158067
in,-25.541475856931186
leading,11.046317811566883
it,117.87377487247744
initiatives,26.165648539379106
",",25.94656210029046
managing,19.217127565787337
vendor,54.42980738244538
relationships,23.07095646316911
",",5.255523067202771
and,1.715343457163559
delivering,7.865639421199184
outstanding,4.797985997388735
customer,35.511140543557595
service,33.99358720940789
satisfaction,0.5115159871199247
.,-4.027726855373248
carrie,-3.964047629150534
is,-11.080875518453198
skilled,-8.565142534639541
in,-31.461684956617813
contract,41.823555888107066
negotiation,11.40426208400646
",",4.992889182210126
cloud,74.3119820153945
technology,99.07324905397707
implementation,45.63715522808673
",",4.038468602722247
er,27.578401428172857
##p,40.94904940594138
deployment,42.60165492786191
",",2.4267616174922506
and,-2.3917815005595915
security,50.91352392235792
analysis,21.37262640074428
.,-4.178086125097743
she,7.379305378496302
holds,-29.994011397831173
a,-17.031107239074757
bs,40.23351737020107
in,-33.20151099784192
information,82.48389304321186
technology,83.95089040107935
and,-28.283218295033755
has,-19.729746879319833
experience,15.764215979176827
in,-18.513112476927382
a,-2.377603485891134
variety,6.049878468215449
of,17.70598756189556
it,108.19983664930011
skills,33.55049891119034
including,1.3443221039452549
network,68.9685921865061
management,63.42096108673243
",",5.500380305727038
data,46.68179037873445
integration,51.99372833831018
",",33.103699134572906
and,-5.778978149501652
disaster,26.428697326585045
recovery,8.241854920238119
.,-4.7445333649424875
carrie,6.071802338398655
is,-8.333108505337103
a,-16.887970785477734
results,-10.402143433340743
-,-12.475857608568326
oriented,-23.324064932863575
leader,-11.269403521920612
with,-7.065410314478207
a,-23.33626742806162
commitment,-20.766996723026125
to,-21.222620332615715
excellence,18.50750934444916
and,-24.168491566452094
a,-13.475626307336224
strong,-4.583390293522102
focus,-17.894727598286305
on,-10.400484101331159
stream,-15.860675032048656
##lining,-14.148312928962126
processes,13.306373087617366
and,-10.45156340598883
improving,-15.51462972569038
efficiency,4.563479855933782
.,25.981838689185036
[SEP],5.62489663079166
RACE=0,15.70736864950475
GENDER=1,15.692984211221008
PARTY=0,15.70736864950475
