,overall_token_importance
[CLS],-37.994518714726425
leroy,-16.553528721007737
robinson,-30.109769394336197
is,-36.44289112071727
a,-35.2961972493101
certified,-16.374024771396847
early,15.770900159830616
childhood,3.2990341500045504
education,-14.889756864426792
professional,-35.60946113026375
with,-9.27990597500188
experience,-23.343476993705995
in,-45.452948891147514
classroom,-24.62721440281462
management,-10.45197711450742
",",-9.722930702691752
curriculum,-23.980764474523728
development,-19.189745243181065
",",27.70816910408431
and,-16.4214968967359
promoting,-17.585086939184272
language,-8.387571496723165
development,-12.443579879967185
skills,-18.242020488814557
in,-31.450014864354856
children,-24.485085438579638
.,-16.793705257831363
he,-41.02106389129648
has,-32.97651295764841
a,-20.735542481997545
strong,-12.434541028008947
background,-6.5548339310419275
in,-40.831205988226344
working,-21.115668790625715
with,-8.150854487115886
young,-6.8034877201969906
children,-16.381654246280384
",",17.256904428265287
including,-27.06072204145691
running,-24.996427387794597
nursery,-18.28487940022455
programs,-42.636797749119694
at,-32.15452156801074
his,-51.82047047403063
church,-50.80323582606248
and,-39.255315836401664
teaching,-50.91801375576244
sunday,-54.82734143489991
school,-46.4628697592585
.,-16.846462283712135
leroy,-33.55056288535011
has,-37.15384890812974
a,-24.222046034445622
high,-15.325959107370709
level,-13.743667103980574
of,-16.887467984226042
patience,-19.175040955461743
",",-16.409285765043016
excellent,-17.57097939738137
communication,0.11843057087661721
skills,-14.722131738507967
",",-9.277402765350642
and,-20.717922096465838
the,-11.653358342769138
ability,-6.777259266129957
to,-16.814582274444977
quickly,12.933451573372915
calm,-11.591619735478954
stress,-13.30005177046968
##ful,-16.973602501167246
situations,-13.318109100716141
.,-17.906357985958792
he,-32.47708219150044
has,-30.56070965573991
experience,-19.266092480778877
as,-36.73564061178447
a,-36.65707393465415
master,-30.8877838658916
teacher,-59.416310129490896
",",-23.707032398145827
teacher,-41.395305693273336
associate,-32.99820694005439
",",15.624299677539646
and,-37.0623929785585
teacher,-40.95473078671899
aide,-34.692720754556866
",",16.83731778863468
where,-28.048066498242964
he,-24.843997373880015
implemented,-9.642592043045113
emerge,-9.455030668878766
##nt,-16.515872224139525
curriculum,-21.546020619638032
",",-9.722459995052324
conducted,-19.86477721890087
small,-22.589491475387486
group,-15.351589148995897
activities,-22.229817976823483
",",-9.811800263164825
and,-25.109566449504772
organized,-21.910595857651433
field,-30.919851906635966
trips,-31.997017192453125
.,-3.624527366128833
leroy,-33.704889025044146
is,-38.32718224870428
a,-37.75712286965083
talented,-36.16176961710624
early,-1.962447995188778
education,-14.763948152730688
professional,-36.2712614859914
with,-14.605691020454687
a,-33.22700040071779
focus,-35.263685905225984
on,-16.85319540326456
promoting,-26.881506202780496
the,2.2811423329201292
growth,-29.516046615064788
of,-19.31541612436076
children,-20.588955349462314
in,-27.69300736227768
various,-2.299446190856518
areas,-9.894604766949769
.,14.38056795214628
[SEP],-39.213091897433145
RACE=1,-21.16555538969574
GENDER=0,-21.44495499330101
PARTY=0,-21.44495499330101
