,overall_token_importance
[CLS],-17.309097480462064
*,-33.83631159795957
*,-21.700499601385562
resume,-12.067953378163137
summary,-26.6059359306354
for,12.942792128578379
brett,6.645028450772185
murphy,0.047781679163047736
*,-7.039728504900976
*,-33.00944864169883
*,-28.209560967039433
*,-22.16365177413635
contact,17.58595594096646
information,-13.017604083028925
:,-17.972662581981947
*,-34.75448329403748
*,-17.73262537479887
-,-14.912679215484086
name,27.689792717628258
:,5.4411792319887775
brett,6.556176417978924
murphy,-3.775082633130911
(,1.5581227721343625
he,7.8058961721299776
/,-43.41209242438359
him,-2.082052081436981
),6.368782504219747
-,4.102344281859704
email,37.72370010892587
:,16.291416961219745
brett,4.515744378276813
.,57.17771907998408
murphy,18.13733307110169
@,55.0137459650715
yahoo,40.72603285676372
.,71.9638367659586
com,64.83039003803766
*,-13.63923531287695
*,-19.33054289834136
objective,-20.01772898162394
:,4.990276467719719
*,-39.44609800083518
*,-18.162195282345255
brett,12.411080887563772
seeks,-10.798278322609047
a,16.973287770225383
position,29.1665837380583
in,35.320106637918805
a,19.524167836379835
client,28.721689681731327
and,-24.914374407046857
team,36.72623659083265
-,21.942499558922364
oriented,-22.93234194687474
business,50.400748044384116
that,15.801569248236275
leverage,-14.826083291512631
##s,-0.468840516473521
his,-9.512533548673437
customer,45.56280125521052
service,12.943638130682299
skills,36.21118298095125
while,-12.20568756591338
enhancing,8.545410739652297
company,42.44050004936034
knowledge,-2.7813521810932538
to,16.306637817997657
achieve,13.510283184054671
office,30.921984956374416
goals,24.05018935095751
.,-38.65372980860254
*,-30.569302012577534
*,-28.24877190178056
experience,-42.69207805393521
:,-4.364649680988254
*,-32.10895702635467
*,-25.51961009407812
1,-17.43687806039616
.,32.11126295411843
*,-21.03886569552548
*,-24.193655892313238
leasing,10.967904560595855
consultant,-17.14726570566433
*,14.8090441589503
*,-14.401397049770962
*,-21.72223560844368
jan,-8.232378576209243
2016,-6.128937903906863
-,11.03683884554803
present,-6.248872045210254
*,0.21624674916986947
-,-16.100231806808853
responsible,-25.830267960711893
for,3.612525657489869
leasing,-19.414868224970327
vacant,-2.463929407680699
units,20.722883123160535
to,-2.909991548482067
maintain,-35.89101903480412
high,-25.27209350558856
o,-29.90508283689434
##cc,0.35687136642028244
##up,-21.197601432327986
##ancy,-11.671673757702099
rates,-28.557895868608966
and,-24.064821830484618
enhance,-28.869001537253464
customer,47.130590489986254
service,-3.819142084920299
and,-42.312386008181974
resident,14.23300235110778
retention,11.860119212931526
.,51.421210027955006
-,-27.325915282941462
conduct,-36.024754839010924
daily,-22.159732629873066
inspections,-56.491291066758286
of,3.5692530418874107
model,-12.916452233384183
and,-25.83272366263971
target,21.557176423324897
units,3.057223933420533
",",3.5852865793906625
ensuring,-25.652683302250058
they,-15.62470142178539
are,-4.998542702847313
present,-24.022878310122366
##able,-18.19373197379174
for,-2.8362266752529384
prospective,7.470756951934545
residents,-1.787909706629775
.,56.10310131913336
-,-27.21845608456266
process,-15.113642444793246
rental,-11.835945072732862
applications,5.086223812676041
",",1.49451191275207
verify,-21.802523888715154
information,-12.630974541020223
",",-50.922008012281125
and,-24.176875293302565
manage,1.214318881508147
rental,5.35674941673377
agreements,5.3499296446120415
and,-14.593018638944953
renewal,8.262485201938171
##s,16.886711573981625
.,56.493045817195124
-,-25.01047395890254
maintain,-33.962333548904276
accurate,-44.136343724747114
reports,-35.25657589751818
on,-5.280851691291401
leasing,-9.535631833917753
activities,-11.336377906438745
and,-18.521262429658254
handle,-0.6943791232363373
resident,-1.9103802350534664
concerns,-4.848119484276731
in,-10.82132269750357
the,-58.23883979566529
absence,-33.46026379014509
of,-6.582112312502405
management,14.497905962379441
.,-40.06116650856912
2,13.18877125684111
.,34.68123510180858
*,-35.59241710126831
*,-44.006807387169246
leasing,-10.215042629517415
specialist,-20.875801716337524
*,-5.682468934285867
*,-25.822360595063994
*,-28.157788568752196
jan,-12.615097920154707
2014,24.98035443948786
-,11.661997335852798
jan,-0.96527421706655
2016,-1.7384297351954487
*,6.7271334321599525
-,-40.19413842045962
interviewed,-45.21171706820984
prospective,24.66156383962015
tenants,22.804961754023683
",",7.548644298340367
conducted,-51.83942150654939
property,-2.137865723272526
tours,-4.40606251051475
",",-50.62747865926377
and,-19.515775961522053
managed,-14.612689628203299
outreach,-15.895559682806992
marketing,35.406083010764924
.,45.999432983204244
-,-38.47720177240271
entered,-25.284322164619248
leasing,-2.286720197377663
data,-0.10976880243389031
into,-5.9141803577161856
yard,10.590531750458897
##i,1.4440650467977734
and,23.193346493656254
followed,21.92068532967202
up,30.420985421098266
on,28.10563687446277
inquiries,-2.1425740737517978
.,51.75278302217546
-,-39.330909946465134
inspected,-48.67592816425174
units,3.7489197673334114
prior,-26.36842647471629
to,8.621204301923623
move,13.557000747421304
-,9.071060788291284
in,10.794281218673184
and,0.23868484583157817
managed,-2.7308948365640093
service,-2.3525817184187634
requests,3.3995962697604067
.,-40.17844552982407
3,-28.610702209839076
.,43.10932189500832
*,-29.965328482472298
*,-39.18109559860067
leasing,-1.463555463844742
specialist,-15.241438236667914
*,-3.303596224219194
*,-27.95837973810465
*,-28.82582553992812
jan,-13.387121761923613
2011,1.8501677941137495
-,14.52422508371018
jan,-2.3112551360584894
2014,14.144851244299396
*,7.396176828158337
-,-32.350759439355606
qualified,-20.476544351596164
prospects,19.308147604569715
",",0.8496452464078101
managed,-19.720577506856518
guest,25.905925636862044
cards,-6.6734088871912
",",-50.32207782868472
and,-7.850577178201067
ensured,-28.36267613743495
apartments,16.418496470247877
were,25.22887312025809
ready,18.923001894551067
for,9.07466072021595
new,16.803810592115155
residents,-2.747610743714196
.,61.62351052424992
-,-27.196551319239774
assisted,-35.38904920657461
in,-1.8783090010977563
monitoring,-20.594987097946348
lease,7.923167829094496
renewal,10.482093234207861
##s,10.400769764093974
and,-11.581435555553
advertising,18.745265961948213
effectiveness,19.41451708360059
.,50.193373326233655
4,-42.45755528740441
.,40.30881044754479
*,-25.68906667724275
*,-37.12615075886
sales,78.06208810641631
associate,26.054586800469536
/,-27.638393756752414
cash,39.56691828406549
##ier,37.294014019233174
*,5.003047034603181
*,-18.11932335495645
*,-23.834242938170597
jan,-5.983933664696892
2010,-0.3736170204821972
-,18.106260769413037
jan,7.814879905500924
2011,-7.415070799078461
*,10.79520079674549
-,-27.318054085096247
prior,-13.801651707898587
##iti,-31.377311910177756
##zed,-35.522348948018184
customer,55.68651142424387
service,10.266514953151423
and,2.113416165478996
maintained,-19.26800682069334
sales,77.76091809265161
floor,42.06467831020768
awareness,3.2492014868319994
.,57.237781965273385
-,-25.567433376381388
foster,15.780600358630956
##ed,13.133041934174269
effective,13.18282663086383
relationships,27.53279132906879
with,38.34842340950466
clients,67.19303227440874
and,-5.680862560788343
team,59.340407447450026
members,56.98245468714969
.,-40.10730557524668
*,-29.009685838021685
*,-33.51674572361554
education,-37.77723835698304
:,-22.121734983507704
*,-25.42943498642739
*,-10.584126057279
-,-27.605268939158428
associate,-23.146798024366927
of,6.608458999863257
arts,-35.27097303062852
in,-5.1135748877643685
tourism,31.388918991700756
",",-9.537583573878756
convention,13.775176384219927
",",-51.80193213973794
and,-13.721891202675724
event,-1.263965797136158
planning,4.3405954362372645
(,-21.97745666347647
current,-25.22318284151596
),-50.26900212572299
college,17.397189608405974
of,3.209861368337896
southern,-7.459966397564189
nevada,-23.2059979887919
*,0.08335406528161105
*,-11.014850086368547
languages,22.270785883991007
:,-15.475772384830593
*,-28.58382735793655
*,-18.864504079974115
-,-29.782100180757617
english,10.334772132583476
(,-23.983461624196618
fluent,12.093250672871172
),-48.89680001056544
-,-18.112571768955263
spanish,25.185629275025015
(,-25.794786830666773
fluent,11.097113863263086
),-43.55082883480063
*,-17.820750247091013
*,-31.5085957645813
computer,2.444239240527344
skills,3.9260074025261193
:,-23.676810580988867
*,-28.317794188256745
*,-20.00164201076075
-,-31.090682110891372
proficient,-9.408628016268613
in,-9.027368116439098
microsoft,12.666383031405314
word,0.9036876949082937
",",-11.60693159961174
power,-17.45928322075848
##point,-19.833537152635763
",",-11.878884092952827
excel,4.586104164022193
",",-50.58243375778341
and,-21.33609481844887
various,-30.900968709453856
property,7.695903117065633
management,21.368557004115395
software,-6.16176191293457
(,-31.82992401063936
yard,8.858576826548894
##i,-13.33466924112729
voyager,-34.717058608285704
",",-14.375324147418922
real,-1.8526039457711148
page,-38.25185078124234
",",-15.26976596919938
on,-23.135012417990726
-,-4.364405094667404
site,-9.33484561572116
",",-11.653186146483515
mri,-24.421984436431497
),-10.196854823944907
.,47.752945838973375
-,-32.70322239791298
familiar,-16.8539703326249
with,7.864325541434188
adobe,-3.4171652328272155
photos,11.80006377850441
##hop,-11.891223041730104
.,-6.510651297156091
*,-34.82334245765071
*,-36.28093990489729
key,-10.295545218736576
skills,17.329111079596444
:,-26.098746515687246
*,-30.921393880148653
*,-27.537897375698467
-,-25.121163779228667
strong,16.037957194684726
customer,41.59099004144171
service,-9.769045309018445
and,-21.69899074858724
communication,-4.629617467636432
skills,19.359035016708685
.,49.54068151765351
-,-27.077476225559543
experience,-54.86330446083746
in,-4.769529588768016
leasing,-21.629242572005676
and,-30.360237212225353
property,-6.848172025980584
management,25.82409820889268
.,46.3924038549794
-,-39.304626180788354
ability,-47.20897429256333
to,-0.3734883808338158
handle,-0.8964515330422489
resident,7.114486599880352
concerns,-8.370107865460767
and,-12.544470829046727
maintain,-38.63986777022126
professional,14.403904453685612
standards,-11.396227429940712
.,47.32296614102138
[SEP],16.832991662647906
RACE=0,0.06405025084291305
GENDER=0,-0.17783225631342603
PARTY=1,0.21325744827242235
