,overall_token_importance
[CLS],-1.15403145443682
*,-25.382484684754093
*,-20.29470630067237
resume,13.015128121135954
summary,-19.088016900037463
for,16.515749871996384
jamal,-11.380836811916545
robinson,-15.08090397048712
*,7.853597199808707
*,-31.368132632068683
*,-32.44201613284239
*,-18.788825523818666
contact,31.96589701151055
information,8.588181389547872
:,-15.977154930536678
*,-30.936500404454392
*,-19.706329605511325
-,-7.560575088824998
name,28.59504886001634
:,7.2802810707394805
jamal,-17.733207001866127
robinson,-27.681609092282322
(,14.436280531603709
he,6.3955714818594975
/,-28.171105915691616
him,-0.12549428516170213
),11.22438544535698
-,14.439207836944377
email,32.93318357356861
:,17.021616990432946
jamal,-5.878142489091302
.,51.611841553428725
robinson,-7.202163599107891
@,51.72167021813819
yahoo,38.02614653310674
.,67.85261514121174
com,55.53656308879227
*,-6.701143644072494
*,-16.343042430703978
career,46.886078063278
overview,-32.787663097214164
:,-9.442943449849496
*,-29.258706313985506
*,-13.884164498819041
jamal,-17.821057614460475
robinson,-26.884443772934375
is,-6.6964905248524005
a,-20.057591214721675
computer,9.129348557833184
science,-16.60997150568809
graduate,-3.8000145560407534
with,31.147991307725366
over,32.828199318657276
9,22.165107033818494
years,-3.9979186293361164
of,18.781642205851206
experience,1.1281215248892842
in,9.603760475048258
customer,76.80972506424366
relationship,58.158091724167065
management,76.2903279011232
(,0.4676218101787642
cr,16.637845454174087
##m,-11.783927440425627
),23.60496269395314
.,-34.44411110828516
he,10.882440439377625
has,-8.802005015823422
held,-13.970463649618843
roles,22.613305833985883
such,-2.980205214002097
as,-12.502244029946262
solution,37.89199410868057
architect,-9.462679062250634
",",-7.520318496074614
functional,27.413780580726453
analyst,2.5723356984740837
",",6.585091857389421
and,-16.86781858375271
process,30.236708846522426
and,-16.772858112293196
implementation,5.4710009897202685
consultant,-12.079071387995265
",",9.599953677144653
primarily,16.899518781645504
serving,38.144827732300314
large,30.078819413896138
clients,51.28298591420347
in,32.490462692553166
the,30.071809296788057
pharmaceutical,12.6380077072924
",",6.7496968797838655
chemical,-10.875353075420652
",",0.11893055340969802
consumer,-0.5245089630786874
products,5.833357829874631
",",-6.485549985581234
and,-10.873227118418468
public,-0.9266524754007599
sector,36.66562431521359
industries,32.70810899968235
in,23.61515241748854
the,32.571217474347655
u,36.29449926101997
.,-37.89639695542628
s,15.040899804575517
.,-35.77381301478254
his,15.627390402473532
strengths,26.17894312582466
include,-0.9614189640190782
excellent,-4.6504789111003335
networking,-1.422416715875864
",",-3.152290497943898
communication,-6.35769297228864
",",-13.956188973605814
client,70.10929677733338
relationship,48.4116873946361
management,59.72816265792239
",",-5.424652348813147
and,-13.012273713214155
people,13.392554212748847
management,46.59035225790196
skills,33.865352251137786
.,-37.367982215574486
*,-27.46071365390868
*,-39.815410822069424
work,44.55179615322792
experience,-8.020440338521304
:,-15.175648941627362
*,-20.991118292190933
*,-12.245907328516353
1,-19.504392243117866
.,28.27279315368451
*,-29.39096209023161
*,-17.611197981097455
consultant,-9.804855108595122
*,14.849786103797209
*,-2.0462487813508012
(,-13.047472515692974
del,11.867500697404449
##oit,-17.587236107363196
##te,-11.285442281305349
consulting,18.421876308745723
ll,36.76536344050646
##p,12.296683355622676
",",22.899034193521853
september,26.772433534920914
2010,-7.518396535059047
-,34.604272146509395
march,57.87706911473327
2015,41.752209831219055
),-47.17737975993552
-,8.461043506107405
developed,-6.677690896986348
oracle,-22.09287357787813
cp,-26.17515524039388
##q,3.3175011642951953
cloud,8.100182590268982
solution,21.875797608521957
prototypes,-10.276130389082514
for,28.775061942421498
healthcare,2.308884382750402
clients,51.90696742923558
.,60.985550290451584
-,-17.048470898680907
led,11.920343349875651
large,34.79183000049424
-,42.296622409215345
scale,33.00841228512573
cr,5.718936719286846
##m,-53.52780135581265
implementation,11.04748850288398
projects,7.228951628393511
",",-0.5016339509643826
including,-18.739181165838023
testing,-10.533000670237634
strategies,8.687849382813482
and,-16.21934194607851
managing,4.752182435889233
teams,33.14072048659585
.,60.21069493328492
-,-23.898080935218893
acted,-20.932497964321975
as,-24.517301183437237
a,-24.673493205690363
subject,4.34948756709788
matter,-33.31667666702272
expert,-42.59067136600617
(,-22.270742479542207
sm,7.535429495949676
##e,6.658832288937927
),19.085671294453043
for,10.082610603014405
si,9.851520189945873
##eb,-37.01436366979964
##el,2.2336541174711093
applications,13.231750138239097
",",8.03880074254425
facilitating,-18.293922430876393
training,21.83221598033191
and,-20.13080103249162
technical,20.710988051547297
support,-15.343586122770885
.,-22.215852096664385
2,10.013463458690094
.,40.72825962877811
*,-33.271228097211
*,-29.814840081526086
si,4.796152994166974
##eb,-40.53816337472084
##el,-6.585963829798432
con,9.848972788985492
##fi,4.698598697459575
##gur,20.575436601082536
##ator,2.250865998574784
/,-35.14839001486069
developer,14.245292657415625
*,11.800754372087185
*,-4.560570178297991
(,8.14554447423597
october,26.040592261717197
2008,-6.639413426334016
-,37.857999823509935
september,14.367366905217702
2010,-0.22925982197435313
),8.040711901420119
-,-0.6477756283620316
worked,16.19524436076481
on,-3.2468249259787205
si,9.043269742582574
##eb,-32.35914895309501
##el,-10.308949488700348
sf,1.9929255908717276
##a,6.879895657524088
applications,23.453468096852934
for,28.68651296591429
a,32.478412842716715
japanese,29.065157479038312
pharmaceutical,40.46922785834492
company,32.63484561904893
",",5.870002863961158
focusing,26.4011255887024
on,13.172505635027894
requirement,43.47537935532622
analysis,13.077509828770546
",",-17.217920962545296
design,16.19223257009537
",",-42.1263801006593
and,-17.571436541923973
deployment,26.85707588840864
.,56.94936462109592
3,-29.46650230009894
.,34.313834664680655
*,-31.408994959127597
*,-25.546696947931988
analyst,12.777168385836877
*,12.194985947188043
*,1.824986876977007
(,3.748898291823146
november,46.868417147162056
2004,-4.9621467476393235
-,31.03450198178644
august,5.358187995231163
2007,19.24915156082051
),16.091923717197812
-,2.9394271600536572
maintained,-23.30008660760597
critical,-14.323655790353602
client,65.95684601297857
information,8.19655817003174
and,10.07784999156875
generated,1.6761318023940213
reports,28.425055440830103
for,39.925689389528316
jp,69.68411453282489
morgan,76.86394645517645
",",32.99356984253328
suggesting,34.24942051415315
initiatives,35.6079454068862
for,13.242502254838953
efficiency,45.15874247445502
improvements,27.980973396999797
.,-36.02644213049146
*,-22.207636565394324
*,-23.984192319200126
professional,34.6586869576776
achievements,-2.4954287407888627
:,-13.595295035187082
*,-25.247171996201317
*,-5.194586592781734
-,-10.73139790814137
received,25.903202623683903
"""",2.366982048037682
applause,-23.101291363444567
award,-12.061744760598142
"""",-4.204027938609331
in,10.57270624990013
2011,0.22505483165340917
and,-22.616794719359213
2012,-19.95582114371926
for,21.371892338662395
exceptional,1.52580764495915
client,64.18791543563606
service,-6.351140955202509
at,25.035960395820478
del,38.670445968892665
##oit,3.9129295402672684
##te,46.01619035145705
.,67.70124912436918
-,-10.250146395436786
contributed,29.001128602668416
to,44.69152751039615
multiple,12.405691251006084
sales,90.28883722325229
pursuits,21.789668387008163
focusing,24.81219986881905
on,15.413302769210931
technical,24.36139604051556
feasibility,-2.5691257446204245
and,-9.829203024783107
estimation,-12.735930784605928
.,-35.33647982165392
*,-26.904114744074523
*,-31.01755678237477
education,-22.237655137313695
:,-28.772511687882083
*,-23.149268225987807
*,-11.278831240843626
-,-16.343036431096163
diploma,-27.422884910287813
in,11.610506734465762
finance,47.26652517509301
management,75.69041941425903
from,6.630387050067126
we,-25.178206968635283
##ling,-13.493328421549949
##kar,-27.147411024638643
institute,-0.05882762113468354
of,11.755407509085778
management,85.31979506285995
development,51.643058707246155
and,-32.755659564705276
research,29.831463620131625
",",-2.1880188299486245
april,0.3929765388173549
2005,-23.58814136892005
.,67.39136457450749
-,-17.525540224981587
bachelor,10.997050181946049
',-40.63933844091133
s,14.042197923504599
degree,-2.541135950847789
in,7.378422410024423
it,2.4946155338777807
from,10.831230011041521
the,6.602539557912469
university,44.62658598328323
of,3.2489339400060206
mumbai,12.049111088610523
",",-6.603908260939696
may,15.085763026841029
2004,-21.101059782921546
.,-36.89338287112859
*,-26.382857942954928
*,-22.211657655504887
skills,12.080955381292446
:,-21.311423008723555
*,-22.794828405102415
*,-3.4566300265587633
-,-17.27684101974588
proficient,2.767533697081051
in,-8.599294350360742
si,13.76673658709319
##eb,-41.59440408811681
##el,-15.501773901588733
tools,14.733455879085222
",",-4.6850349289242486
oracle,-19.877082261745855
cp,-24.42425205473869
##q,1.6542293449912644
",",-24.954476506201946
sql,8.530959761247377
",",-23.474822282042904
v,-29.980252237982953
##bs,9.033823649444445
##cript,-29.24190532731591
",",-16.083048024761283
java,14.739916664507682
##script,-4.013191512815432
",",-47.755117175433455
and,-19.587987751919616
various,-15.657631308365524
microsoft,5.722504200065848
office,36.91672991624097
applications,15.288346318308216
.,67.99590646633696
-,-3.7634572760479488
strong,33.35952559937145
capabilities,14.06476251173617
in,-3.9378832357252227
business,63.04352384910688
process,58.55347891491744
modeling,4.781502350756119
",",-10.193653195669384
documentation,-38.978022114766674
",",-30.385706772258466
and,-17.665808439809734
client,53.07808706617739
engagement,-7.527747158885016
.,-11.834063799726081
this,-13.062424595744929
summary,-26.424216689242822
highlights,-18.12982787357047
jamal,-20.7577346148956
',7.706172927334546
s,0.36817861288903003
extensive,-11.42244389012857
experience,-16.293509601456215
in,-1.5876407405082096
cr,-6.570916563808455
##m,-62.13020478149473
",",-21.580912531605716
technical,11.08493988966783
skills,26.717820252897916
",",-47.2088604946317
and,-26.646610269036593
educational,-24.70738347759082
background,-28.269147287952805
",",-6.413090905027086
making,15.459240783711303
him,11.935221829989235
a,22.30127352011227
strong,27.100455936906414
candidate,23.92651216334139
for,18.986184048071763
roles,10.854201554833358
in,18.22949890138324
solution,18.79808120736173
