,overall_token_importance
[CLS],13.290588701796642
*,3.4110605987478397
*,11.973555426769995
resume,-57.248605145841026
summary,-36.20236907405587
for,-29.70506461275337
laurie,-49.22284464760561
sullivan,-38.97597827641067
*,2.475366817291565
*,11.444111110400891
*,6.90242230995126
*,10.44246253617789
contact,-29.196428931035094
information,-29.742992777310285
:,-17.31190986042331
*,-1.0003139977992266
*,-0.21563414917434165
-,-11.798143308475975
name,-18.947426606215597
:,-7.6218277188480235
laurie,-51.58508402841845
sullivan,-43.48519888068913
(,-3.7593372113427463
she,-18.463843158142033
/,13.28504120005495
her,-18.614241120903127
),-3.382750303527391
-,-11.545843193691253
email,-29.664992376554157
:,-6.885400161321943
laurie,-40.506538819051
.,-22.76574046347222
sullivan,-41.13190587113564
@,3.2654934475898814
yahoo,9.21949471164661
.,25.299926978195035
com,-7.982404456042435
*,-4.037966299593542
*,7.70330436950924
objective,-22.303320792126456
:,-16.21909901245792
*,-2.6828665916190313
*,7.8866313525476555
seeking,-41.86857869931807
a,-4.067426542680539
position,-45.43879295417566
in,5.566776765245904
the,40.57491064171189
bio,-33.250004839378974
-,15.115280037943577
ph,-34.015421246145465
##arm,-54.32286701879078
##a,9.2562601369123
field,24.399015563248128
to,-8.901024946655433
utilize,-25.873363664109107
and,3.4530468446988105
contribute,-10.602941023615625
skills,8.19381010920077
effectively,36.55901284373379
.,-12.764757073188013
*,-6.19197186342037
*,-2.8084651190631225
key,-12.463983443232783
skills,0.20789425348572696
:,-10.539177903919528
*,-3.2747066906599493
*,1.7993144548456639
-,2.704851619856952
micro,-37.50835099992591
##bial,-37.57917250708861
testing,-37.55062404406034
and,-1.7600985301101395
end,-28.961492547382374
##oto,8.48251497047228
##xin,-34.09452853456749
-,16.48913465677852
lal,-36.86577818835076
test,-22.811261645713476
-,11.389825709890806
nano,-12.053959123402926
##par,-28.444401753580692
##tic,-38.681007715478586
##le,-22.570243528632982
size,-13.426441184719366
and,-9.511591183401263
charge,-42.07524513248385
analysis,-4.795655160410544
(,8.396877731213472
malvern,-19.14607776796962
nano,10.293335522205137
z,-32.691426922917145
##s,-1.7627571257036523
90,-13.060782091646937
),-12.70632532917052
-,5.59007134059795
protein,-48.53047810459345
extraction,-34.83237993486498
##s,0.5489027507024283
and,-10.636879027817166
hp,-33.14651049093418
##lc,-44.12972082214542
handling,-13.625715810525577
-,9.045018151527817
ch,-35.926178519758935
##rom,-37.79348987877624
##ato,-50.311533289216946
##graphy,-55.054917798580064
techniques,-30.97981935061862
and,-9.18747900602094
pc,-54.21302193818436
##r,-24.35871372109908
-,9.784723141819503
method,-20.42832789528304
development,-11.18019309883365
",",11.139769692902131
validation,-31.823483981217223
",",8.9452980875815
verification,-31.52501563728174
",",-1.4199790687437213
and,-3.676803291487835
transfer,2.168038445197891
-,10.829346500636227
proficient,8.247593324680905
in,-5.411672322780364
ms,-8.941137798371749
office,-4.890304105659426
",",18.284313481404478
sas,-18.259547809966453
programming,-6.408648277375746
",",19.651791499797984
and,3.5710321628421005
wet,-21.825601863233402
chemistry,-38.37966267473939
techniques,-12.634283211490441
*,2.3604125123692588
*,17.818213874176696
professional,-0.13348654008175156
experience,-4.20346649460009
:,-9.826243200382628
*,-3.945651631443004
*,22.860331390519608
1,9.059147188638264
.,17.40898114123612
*,3.865223051063984
*,23.485115444370287
information,87.41022243801491
technology,132.64657001676343
specialist,14.921166768506673
*,-5.829752042302427
*,6.5608066178717115
(,-3.2204181729105903
04,10.361054602179093
/,-9.33828493064164
2017,-34.635390502184514
-,-5.022469971879726
06,-3.620161049810533
/,-14.437842192694566
2017,-31.107397346542363
),-7.953147333468822
-,5.241736613247709
supported,-25.157042981751413
healthcare,-10.16013387483113
staff,-16.17635075392851
with,-10.38808489940104
up,-24.829530279863675
##dating,-14.601068194425046
work,-0.6283974928300964
lists,-18.30545779302573
and,-21.72389239183578
provided,-34.89656698949008
training,-30.74041761927398
on,29.934085148426934
care,-29.63700218724255
systems,34.26625191653907
.,12.900841253661547
2,-16.440378295293634
.,-2.172385410348115
*,-2.2809595220047147
*,7.292796706508717
research,37.9289207417613
associate,-35.83535517779843
*,-10.237713167745584
*,-2.2765070182645113
(,-5.556747022681582
01,-3.043806659230121
/,-7.237400377892915
2016,-9.400374436789688
-,-1.499896659150273
11,-15.524335034916891
/,-12.662952927354851
2016,-10.88340036741231
),-8.219224396239017
-,-0.6722164162680517
conducted,-21.550170030949186
analytical,-21.797718722237697
testing,-42.21940843502812
and,0.30493605197284757
method,-12.084159032175675
development,-8.252393690410335
in,33.004380768273236
th,-14.564421854840669
##z,-20.262348431464368
imaging,-16.7830478709843
and,13.520930222307104
nano,14.8929059081097
##tech,23.658201124217648
##nology,-1.1718972169310173
.,7.252824924595879
-,-1.3245917529356366
maintained,-14.948357458389651
and,4.475931996192692
cal,-42.64408079882818
##ib,-19.55522509541209
##rated,-6.521564641640452
analytical,-37.81598136986304
instruments,-20.16418473575171
(,13.267858064623473
hp,-27.671145263321655
##lc,-54.9717162000372
",",8.577443778588934
up,-14.74468952171021
##lc,-50.575262951837104
",",14.491033953438684
uv,-29.100668520505238
",",19.571818579728564
ft,-5.7388763002328265
-,5.334553404277205
ir,-17.523613346492873
),-1.6942099170668372
.,14.707799988324298
-,2.5860351189830206
developed,5.243871407070886
so,5.661211115363277
##ps,1.2783476516422405
and,-9.418422998924934
prepared,-9.22703762793627
reports,-21.088597516488797
in,5.108356942144998
compliance,-6.837845552594154
with,-16.622141929256774
fda,-20.215585717638742
",",11.187070207847976
iso,5.9203910421820405
",",-5.202765239927937
and,-7.055269206258564
c,-4.352719217701285
##gm,-1.2725945084317798
##p,-3.4022779556636906
regulations,-24.629054602003663
.,-10.053370923850256
3,14.064723092322682
.,-7.266359404504513
*,8.576142423530142
*,5.913091041016945
research,18.232682576948488
associate,-39.38733217037998
*,-5.565383599572356
*,8.725562488171157
(,-12.051086116031408
12,4.8414928754383535
/,-21.50799635662422
2010,-17.77547959787992
-,-12.230544461942367
04,-11.003497404055187
/,-23.493788366723297
2012,2.0481223810003
),-1.3154875791957543
-,4.193397634999673
isolated,-33.561132737601966
and,4.797472238723187
characterized,-35.74819255504493
secondary,-51.82269606911415
meta,-54.60887862871479
##bol,-79.64507404648462
##ites,-69.55434005234403
from,-54.037264171226504
soil,-33.86038026436318
micro,-53.25893206760809
##org,-59.460031636549644
##ani,-66.01920035479664
##sms,-56.0455300700013
.,7.628416414085925
-,-1.6262097000034474
conducted,-14.138426341263981
bio,-58.39247337502973
##pro,-28.0897389195886
##ces,-28.677832924945424
##sing,-24.24520709716555
for,-5.5429356278125725
anti,-47.34598557057997
##biotic,-60.03540646978248
production,-31.599629388009987
and,-20.817026517179627
performed,-20.065832416212114
various,-24.045215989006483
lab,-30.13952407905745
techniques,-35.66264554134345
including,-6.800064669427713
pc,-63.70545369907972
##r,-33.82703415092508
and,-7.342392348765582
sd,-43.38064388681458
##s,-16.422309170799135
-,19.01460963623545
page,-0.8069031901443479
.,-12.747854076175557
*,-8.009629667593734
*,6.489427028015069
education,-25.688188664833064
:,-16.175293468181497
*,-3.8351107627750958
*,11.861451588314154
-,5.539161690365416
*,4.341886797481013
*,12.501636628022926
master,-23.463743807613927
of,2.7598782170822727
pharmacy,-43.934637874347494
in,-0.8137107279114545
biotechnology,-34.94200998545685
*,1.851160122207001
*,7.948630116895893
(,-4.66047601000628
august,-13.685467884658282
2012,15.972062404788579
),-5.335483439921842
j,-0.116991567514288
##ss,-11.50803514119514
college,-31.600529340606023
of,-18.125619496101343
pharmacy,-33.33744626118172
",",19.13967830360072
india,-2.8138715429229935
-,1.469737727849536
gp,-22.391444344231637
##a,-20.576854278427344
:,-7.010824530257869
3,21.845674100897213
.,15.043046752372797
80,-4.895182298146799
/,11.560375805310153
4,22.367788197438035
.,29.431733216314235
0,21.801842232801356
-,1.2393639695123362
*,9.24236522336057
*,16.83748405459691
bachelor,-17.10398611036155
of,-3.7472857039730005
pharmacy,-39.02387722695212
*,-1.8919075628353088
*,4.329670355841375
(,-10.581409456810848
may,-32.070839666255225
2010,-5.778750657628612
),-22.68758635988365
ka,-7.456479903201462
##kat,-21.914289418587526
##iya,-10.334610742799521
university,-10.935055500172947
",",7.971794204033879
india,-6.437156754805426
-,2.884273044993969
gp,-21.918316350576116
##a,-9.627465320198064
:,3.2219379612442864
3,26.820654267421283
.,15.074708932298533
60,-3.8986939042053756
/,11.029443497176748
4,19.57868144664962
.,25.223346983185554
0,9.330202351049008
*,2.2169420494565917
*,10.130035655799801
achievements,-11.434707102367803
:,-18.651950667732198
*,-4.361870831507403
*,13.495740691997243
-,13.1712803300721
awarded,-15.164842401305496
gold,7.817903060508516
medal,7.725844592473045
for,3.087603339720313
highest,1.5682384511600207
marks,-7.150277288539851
in,1.0162565019153205
master,-5.656233130599864
of,5.118115460323419
pharmacy,-38.371607089406446
.,8.336223661026668
-,11.419433351300595
received,-16.226599449108857
cash,8.105596153538109
prize,-2.8089375160391654
for,-7.902442380148737
m,6.801644277853192
.,12.866769290059048
ph,-26.16287270681572
##arm,-44.79340975785791
dissertation,12.849432314746917
from,-33.32889382334787
tamil,-7.707516594291158
##nad,-26.668080473349118
##u,-11.055891672318879
pharmaceutical,-15.972848556775745
welfare,-5.040571364836769
trust,1.742478226244157
.,-8.001200201406883
*,-10.144709980636542
*,4.859791421346579
workshops,-39.46428472417479
/,4.419532792502464
seminars,-44.65728690045558
:,-25.697838532726497
*,-11.017208007069765
*,1.5619906066122125
-,5.955976107238342
participated,-34.85227123028477
in,-32.52514610171274
various,-16.808101077256218
national,15.855676034219078
and,-0.041855258430591805
international,4.077246567799717
workshops,-19.934077721680403
related,5.866529244315472
to,34.65220298702805
pharmaceutical,-34.56389192423448
sciences,-1.5212619091134556
and,-2.178067455202149
alternative,-35.31041231697446
testing,-39.81135916650725
methods,-15.060458455030238
.,-8.645402878393122
*,-0.84686759932549
*,9.7311449461049
technical,20.81185885260568
prof,-1.9503101056669463
##iciencies,-14.482971516406643
:,-10.804396098496754
*,-3.919080119558483
*,13.033550864483798
-,6.31632988847005
experienced,-13.724621207479087
in,0.9543042870536963
laboratory,-37.39465810886978
techniques,-31.321214832658182
",",12.986852018950277
analytical,-29.0311816264162
instrumentation,8.044480659767762
",",-4.0390771306128626
and,1.8270949631627935
bio,-49.98176429141159
##tech,15.680898091743867
##no,18.942132752606394
##logical,-56.52172229703188
experiments,-32.27023534342828
.,-10.600787109758109
this,0.890459108094857
summary,-16.64406450327993
highlights,-29.55046596315932
laurie,-36.629583406364354
sullivan,-31.67583472100661
',-1.0234590172523357
s,5.162244586246146
qualifications,-28.508848457510354
",",11.03063519844869
skills,-13.238246203894002
",",-6.567582365950025
and,-13.441804730714427
relevant,-3.6253316937570745
experience,16.665596931241552
in,23.559249718770175
the,48.37731443168787
bio,-27.702843070977192
-,16.64038630026734
ph,-28.65157618845183
##arm,-54.92163253738002
##a,8.275519808109332
field,23.465857661389375
",",23.205566217067897
making,-9.384277208468365
it,27.953360720837647
suitable,-24.81061133151807
for,-27.426607973089936
potential,-21.875335632532533
employers,-7.576629615792637
.,9.754493750467491
[SEP],49.74068302434888
RACE=0,-0.00833970055826283
GENDER=1,0.02184022050213874
PARTY=1,-0.0277991392589132
