Unnamed: 0,scaled_token_importance
[CLS],0.03221657380934994
la,-0.060101262154079564
##kis,0.03183768092736301
##ha,0.06358448580532551
jones,-0.07688133880586752
is,0.07430246440729037
an,0.08212124394926955
energetic,0.048535498796997346
and,0.07515868187419901
dedicated,0.08194233493591406
employee,-0.062194712323596635
with,0.05169860499968242
over,-0.025612522165911564
9,0.06512134715589549
years,0.08473105744386322
of,0.0630041140284874
experience,0.07003390919776786
in,0.08389225079331576
administrative,-0.056236481050560484
support,0.012754637379218321
roles,0.03032197737830237
.,0.06271147109606219
she,0.07729309171900257
excel,0.0646674993084735
##s,0.088708697986694
at,-0.036363039041531514
prior,-0.060624977275530526
##iti,-0.05568695381145275
##zing,0.0561073164872205
tasks,-0.060407849911969895
",",0.06897155586594228
completing,-0.044275936362035306
multiple,0.05502027693318603
tasks,-0.03356659568268553
simultaneously,-0.03783510950508755
",",0.035001599704115684
and,0.07760335156290273
achieving,0.03180372281950209
project,0.05986352442506523
goals,0.04977204957513482
.,0.06291432145424102
la,0.04405456924911317
##kis,0.06560506888274602
##ha,0.026338093633388786
has,0.08760287785756363
experience,0.06250510910772454
as,0.017804240531454976
a,0.0726060895121802
teacher,0.04591695740263345
and,0.07411066639506687
reading,0.06331618133678275
teacher,-0.04168420975964557
",",0.06971348503709339
el,0.035116208175862584
##a,0.0825161694578536
teacher,0.03781469061549421
",",0.05829085318620586
2nd,0.07672240715452736
grade,0.09880093297624472
teacher,0.053641127714205185
",",0.06277065431375661
city,0.0576602492703156
clerk,-0.02620100059838471
",",0.0725495293165157
reading,0.06813385229003088
teacher,-0.04912484861546397
",",0.058924599931013455
book,0.07607865951332067
##keeper,0.04936127630376114
",",0.05162568450318285
and,0.07370515190806577
secretary,-0.054705697196166435
iii,-0.03632127994424098
.,0.06262117109241845
she,0.07633079478087677
holds,-0.04460183470780818
a,-0.026637146876162813
bachelor,-0.03706801751612776
of,0.07356608415688465
arts,-0.04279159120918738
in,0.061872354944554855
elementary,0.08544232294717892
education,0.05669972167809909
reading,0.053589124288968525
endorsed,-0.04770693319724537
and,-0.04454574437299283
es,-0.04373938367508953
##ol,0.06153340842026527
endorsed,-0.061999696917371755
from,-0.06473679323662641
saint,0.07396909325449373
leo,0.073831981055649
university,-0.031633255665116294
.,0.06335375136445337
la,0.05312789514912408
##kis,0.0688251379851722
##ha,0.030072736575850623
',0.0733652104433071
s,0.07707545350719962
skills,0.060253289802940584
include,-0.04921392856558591
book,0.06504363152983562
##keeping,-0.06412627407140858
",",-0.05270680857038498
conferences,0.04989233814503871
",",0.04760084026079128
email,-0.06291099230773972
",",0.02890184328671831
instruction,-0.05064812196604634
",",-0.00919440291567303
lesson,0.07307263621335462
plans,0.060083575687318404
",",0.02997532239051607
meetings,0.012763825503352132
",",-0.026941152833950748
payroll,-0.06229403664796558
",",-0.03194709859296878
reading,-0.034803513561501895
",",0.05180422472257178
and,0.06927739379101393
secret,-0.054882091475430016
##aria,-0.07007077588115691
##l,0.06538381917747009
duties,0.0372964577744515
.,0.0641148849424596
[SEP],0.034948235044724676
RACE,-0.013176002924992766
GENDER,-0.008142166312255688
PARTY,0.013383014570518896
