Unnamed: 0,scaled_token_importance
[CLS],0.03856576482029499
ebony,-0.010522289288016275
jones,0.0796013674863017
is,0.053500694992435434
a,0.061724311096191954
results,0.08394720266420871
-,0.08435335586153046
driven,0.08933918616229045
technology,0.07838535846938123
leader,0.07839047058483616
with,0.08800346980883762
over,0.07497165596001024
20,-0.05594887284749734
years,0.07538118822675664
of,0.06367357594053809
experience,0.07471652936171969
in,0.08144521238582862
software,0.07410285947066506
development,0.0666618878976179
and,0.07885120633026982
it,0.06126949097313978
management,0.06530530613530905
.,-0.06781413191118661
she,0.05773731110483163
has,0.07027661085496847
a,0.056653340887011704
proven,-0.012599682956375449
track,0.07725417390144897
record,0.07906519833378749
of,0.07358948873757891
leading,0.07149968772516889
transform,0.06410577852116175
##ative,0.057061809154041104
projects,0.06253894456286888
",",0.06621016437244814
implementing,0.05403439581010444
innovative,0.058451099556715784
technologies,-0.06720374694467002
",",-0.029964687817263823
and,0.08397512969546204
driving,0.04745838672586056
business,-0.04088164761864988
growth,0.0509336456551194
.,-0.06670030156686292
ebony,0.05694443847090019
is,0.05883106166765156
skilled,-0.06033519409080521
in,0.07698894761501138
strategic,0.03789145031298815
planning,0.06584639919659725
",",0.0681223571889346
software,0.04467988684900665
engineering,-0.029484664132433565
",",0.0637986600525069
coaching,-0.07697996656709065
and,0.06341397594156235
talent,-0.04089238801999245
development,-0.030442846663731638
",",-0.05971860205072101
and,0.07552438651469097
building,-0.04503214222158648
a,-0.06268478222455495
culture,-0.06553557182466908
of,-0.06301019192574635
innovation,-0.022567610764711345
and,-0.03522348583033828
engagement,-0.0574097105043587
.,-0.06643115241693646
she,-0.038755794541834525
has,0.07479476890065938
held,0.08451812397589502
various,-0.05989500485307737
leadership,0.07561934625690611
roles,0.052464339429633626
",",-0.03048253169439644
including,0.07083876818336812
vice,0.0718900550132107
president,0.06570459679490805
of,0.06620155270327428
information,0.06872692280200991
technology,-0.02278016461758933
",",0.056915612240932584
assistant,0.04998633822731789
vice,0.057165916585756496
president,0.05464353413314609
of,0.06021265105710926
solutions,0.06254938373560465
delivery,0.0576048091117539
",",-0.021788848899043253
director,-0.047448316944785775
of,0.05284662723461946
technology,-0.06358612117359999
",",-0.058721599270016675
and,0.06155589744144008
information,0.07264649699340579
technology,0.04777717989320894
manager,0.0689167982953982
.,-0.0671422474331805
ebony,0.06604999138170958
has,0.08895470632055748
a,0.06748578149416161
strong,-0.034284773665770395
educational,-0.06171845868478473
background,0.07220804940486017
with,-0.036058991052383506
a,0.04420663349513691
mini,-0.062028274759175266
mba,0.05846858683467703
from,0.04474189970170745
boston,-0.07759457769798203
university,-0.059995078179060725
and,0.07115459012281168
a,-0.045720705519025726
bs,-0.05053038735630829
in,0.07293888124586007
electronics,-0.07940804629311574
and,0.05020901485721423
communications,-0.03429614161725871
engineering,-0.06262173366437548
.,-0.06834991408220896
she,0.03271367480119884
has,0.060069632919509036
received,0.07120293263349664
numerous,-0.05466424347293238
awards,-0.040151069878971345
for,0.049038521349727485
her,0.06781846222802287
exceptional,-0.045305803933680645
leadership,0.06883930074533531
and,0.06542433745300522
customer,-0.04199729527722712
service,0.055258877850535466
.,-0.06745129065642391
ebony,0.05295819470728091
is,-0.03222920112358069
a,-0.01133856023980573
forward,0.06950625131443927
-,0.04992790830816528
thinking,0.03965538147830907
leader,0.056590157750512356
with,-0.02630504900006041
a,-0.04123219864273395
passion,-0.06179264160294918
for,0.01700166543139931
developing,0.03012608123098334
people,-0.047032036376376714
and,0.07093348449530551
teams,0.08459412694072628
to,0.08227406875509628
reach,0.07722603403280587
their,0.06549761368210867
greatest,0.04942164545978875
potential,0.0506394973273266
.,-0.08385412853268415
[SEP],0.07107010495270567
RACE,-0.013176002924992766
GENDER,-0.008142166312255688
PARTY,0.013383014570518896
