,overall_token_importance
[CLS],4.7735304368709555
*,-17.18758322063799
*,0.5356130060419932
resume,-42.86946751229283
summary,-28.487786502987813
for,-30.791782069291187
anne,-35.55734813932318
mccarthy,-38.70102260483849
*,-16.986060245218262
*,-11.52691734540989
*,-11.525371846469742
*,-0.1531450415144329
contact,-27.71504395762658
information,-11.560304079043448
:,-24.585503815223664
*,-18.555206966360917
*,-10.115312165373407
-,-20.41990158978713
name,-7.214745395571937
:,-20.864949288684922
anne,-32.434462519075176
mccarthy,-28.798372927183205
(,-13.997197945332129
she,-7.749459897606579
/,12.782404620257656
her,-15.146225702189737
),-7.977575534612879
-,-26.507300730628177
email,-0.7344738199480658
:,-9.395214728524149
anne,-14.943317506461694
.,-10.61284740172757
mccarthy,-31.20561760779428
@,-0.5544432329180955
yahoo,10.682880924148376
.,23.5483765042147
com,4.3975066213631955
*,-21.839799845722858
*,-1.958018201912542
professional,-29.772172283074955
summary,-39.16438366690296
:,-22.20232378672222
*,-23.110142334939425
*,-2.162209968292908
energetic,-33.44427422887398
teacher,-81.71510003965213
assistant,-70.87156167907669
and,-29.7658346127515
tutor,-97.84274775028875
with,-12.832302084341375
a,-14.959967220959262
strong,-22.752382037644175
focus,-35.91836869211817
on,-28.397542323333475
mathematics,-27.95873744911862
and,-26.538017604442064
reading,-30.909813850107618
",",-2.3536486374765664
dedicated,-24.569805541084072
to,-21.383277843220327
enhancing,-50.37510513212126
student,-58.88755500577396
confidence,-39.291631447917744
and,-31.492614775352173
academic,-43.12201827393946
performance,-38.36658706978092
.,-7.08255778722226
experienced,-16.89142700398694
in,-13.362321513212548
working,-25.748131030379895
with,-39.93673782299953
pre,-30.60588797360476
-,-28.18358603602558
teen,-21.927777502010176
students,-48.215015170237024
",",-3.44477523465112
with,-15.989292893980316
a,-11.276182694774405
proven,-7.999310343229298
ability,-10.776151671482278
to,-11.124043327537436
assist,-67.03231159024783
in,-38.78554023315051
instruction,-84.88764966184922
",",-6.841596541435219
evaluate,-54.609282005629794
performance,-52.7071562169408
",",4.985364092843837
and,-27.571665499295186
maintain,-33.710844946370464
assessment,-65.56058505598072
records,-41.76571582774692
.,-1.8698158364939435
proficient,-15.07431362316436
in,10.012721900404674
educational,-22.15343744915599
technology,67.78868764502012
including,5.480141953481821
ir,-23.664832320126713
##ead,-15.635778641840858
##y,-5.259092583900067
",",13.67948331344347
ten,-28.81103317772638
##marks,-16.136777656334164
",",4.564798314745112
and,-6.777104509248306
accelerated,-40.58298631767632
math,-18.001829561499207
.,6.071248817630915
*,-23.85320140293408
*,-6.070911180299448
key,-2.449131074619384
skills,-7.1985851359948345
:,-9.924846755306056
*,-27.369678978828475
*,-15.06790590550735
-,-7.110000864766706
accounts,-18.355879246808676
pay,-29.205576051614695
##able,-6.315386183147877
-,-16.50767727810978
book,-24.27859857521109
##keeping,-5.5051367548318595
-,-9.23886047591927
financial,-17.47035948733685
reporting,8.498798669679276
-,-1.051801610332731
customer,21.06682610022129
service,20.097221167628103
-,-3.9494654220095082
strong,-12.442972855982672
background,-7.308534700126813
in,9.21082964910279
mathematics,28.967889906792603
-,-8.229678947497172
self,-14.706373259033711
-,-12.884114889992462
motivated,-31.594658128525687
and,-23.16867425819835
em,1.1743262832098402
##path,-19.288611810186676
##etic,-25.46659167420507
com,-9.451312027308598
##mun,11.97854565653174
##ica,-10.136123103522934
##tor,-7.385177750370782
-,-17.069746359259877
experience,-0.30143004541281954
with,-9.417379538717569
standardized,-36.15181891619661
testing,-31.217851185463832
and,-0.03556895741963714
di,-5.8589842360927875
##bel,-24.343952019403165
##s,-5.340455532290653
*,-20.08339747717921
*,-2.184099092375429
work,2.0701254652694914
history,5.984911941534348
:,-20.857476209376653
*,-28.5494314422068
*,1.0591484900740344
1,-5.7916636153241035
.,1.258393784910172
*,-4.587014839063767
*,1.8082847769931207
teacher,-55.02869337284079
assistant,-55.849424550377655
*,-32.011313816864345
*,-19.563035364162953
(,-17.145857046617913
oct,-20.302324273712436
2017,-12.284548265663357
-,-18.23527666771243
present,-36.70835879181657
),15.622393101472877
-,-25.098256354147548
assisted,-62.85643061951959
instruction,-71.24884336388835
for,-37.97765322851172
up,-12.994684449400365
to,-3.042759583714019
87,-35.390132039159305
students,-37.81574268569366
",",0.3223075857194963
