,overall_token_importance
[CLS],-1.8145461194888985
*,-14.19167741128698
*,-1.1389592304756726
kristen,-27.240256531613188
o,4.65512105283931
’,3.281035870168118
brien,-11.788259869954125
resume,-46.20776220895663
summary,-30.691042924998964
*,-20.226174318682844
*,-12.624069096021493
*,-10.447670987525106
*,1.805986123029488
contact,-11.524466964033762
information,-5.730944431345657
:,-11.020056923755371
*,-21.3380601848456
*,-10.650689063920002
-,-9.62143791255142
email,8.538656352798995
:,-8.187845045762865
kristen,-19.91375054550511
.,-1.5821779283164121
o,-9.825580929773865
’,5.151050472449338
brien,-10.37067238134456
@,8.698438435696628
yahoo,28.30032207120635
.,26.81282672981288
com,5.542015303306644
*,-21.524783453594093
*,4.445072203328295
professional,-16.913234267433598
summary,-34.12309669279608
:,-21.11711660957573
*,-25.26541223181856
*,-9.66157623902231
kristen,-18.63755969873423
o,1.5994633704646923
’,0.6444657093507937
brien,-7.76809939352289
is,-30.68389216460562
a,-15.535196843253589
dedicated,-28.571187788541483
educator,-77.8875925395808
with,-13.788723289843228
over,-8.447003686461855
15,-13.101529585560508
years,-21.324282537524322
of,-13.507430142325825
experience,-17.876301804535327
in,-23.177772953541538
teaching,-76.04547156418077
",",-4.961003088765658
counseling,-60.864159276402965
",",19.984846815442186
and,-22.245097608439075
mentoring,-51.395759236445734
diverse,-28.20669827390341
student,-37.323631241385314
populations,-47.80926353009792
.,-0.6116672560679463
she,-26.644355155139422
has,-23.305849985167686
a,-11.256439150150138
strong,-24.97018540544823
background,-8.115361886151177
in,-19.828345638469
developing,-29.429328755896957
and,-28.022673742370724
implementing,-14.655076322098624
intervention,-58.28214929106706
plans,-42.16280471585168
",",-1.6132288069149785
with,-19.039074097970282
excellent,-20.119580855315835
skills,-16.722813386080382
in,-13.708137841500609
diagnostic,-40.37720428776217
##s,-8.633858301517147
",",3.131956675505438
behavioral,-48.23982293974069
intervention,-39.61324095274418
",",19.021335854093103
and,-13.217501504164488
monitoring,-31.281215463573993
.,-0.36615627786616595
*,-27.443625119516877
*,-6.734833058630029
key,-7.731831193398949
highlights,-14.08100501089352
:,-20.858856013888794
*,-26.554890754779148
*,-10.30959782073138
-,-23.028554110520844
current,-21.6222118993816
roles,-26.204245688104034
:,-15.59881126851029
school,-47.51135991185585
writing,-10.144335035775143
department,-2.6877358001231073
chair,-24.825206175530745
and,-27.832614449002794
5th,-25.44239125248925
grade,-50.345347016006826
level,-10.668321127082661
chair,-30.84403480175959
.,3.4737557860853103
-,-20.136503456989942
over,6.621413410440796
10,-16.97718005717039
years,-20.382615874084948
of,-8.004475037683848
experience,-7.037013721592791
in,-15.4712054249959
urban,-4.160564263046237
public,-15.815153503086266
schools,-49.71131851136681
.,8.685765321399469
-,-18.947584942175016
expertise,-6.606136876252398
in,2.5725312115532555
georgia,-10.412018286200828
milestone,-37.764216957135204
assessments,-62.62580546543626
and,-23.43940120964892
differentiated,-51.34549435322756
instruction,-84.45356913233071
.,6.923581401299962
-,-26.595295599651642
recognized,-29.274093480471663
for,-25.29417115920656
calm,-28.549588364456163
##ness,-29.727156227724493
under,-35.28776392971292
pressure,-45.34015760244652
",",-16.078514324810392
critical,-26.544714109316484
thinking,-26.49959011354288
",",1.0478877204654957
and,-28.426581509901
effective,-35.86503716840782
communication,-11.075050092806382
.,0.6095110819000452
*,-32.706835884646445
*,-9.044730596899466
accomplishments,-29.195039292321933
:,-23.534319338863593
*,-29.58725891003706
*,-13.68913182987745
-,-9.866937669229511
achieved,-16.71308652487603
an,-27.646628041362003
average,-21.838239019120355
of,-35.461985847283074
85,-12.65963137319884
%,-23.53523366630245
of,-41.503566074775456
students,-46.17729364816203
meeting,-16.4452309792439
or,-38.88213538885586
exceeding,-30.6754780941037
on,-39.038533113856445
the,-32.67223890358669
english,-19.847299874659473
language,-6.886973319151617
arts,-10.672470144446065
c,-16.41153538701506
.,22.724208183084137
r,-4.489563028495957
.,18.54568705221675
c,-24.512726076132324
.,16.75583422340137
t,0.12163346273180545
.,15.40857833612014
exam,-33.001473982563404
(,-8.244821008320812
2014,-22.34217555449349
-,-2.7601441304376566
2015,-24.5208236749794
),-0.975886886148337
.,3.0755863843051765
-,-22.301522928606538
led,-26.800305896912995
