,overall_token_importance
[CLS],-5.323681912973809
*,-22.817904680185045
*,0.7222284519458543
resume,-38.938264661177556
summary,-20.776224502969033
for,-32.46754485141175
kristen,-35.70812052651612
walsh,-26.430647103595977
*,-18.898190613341765
*,-11.782276454464208
*,-11.122592392631653
*,0.21560177234888414
contact,-28.69779297264177
information,-13.549714983473663
:,-27.798903297934356
*,-26.074257044328515
*,-12.716653731005586
-,-22.105112974288478
name,-9.009257034644037
:,-21.136664163252465
kristen,-37.377656129283785
walsh,-30.07608377943159
(,-7.391737402490103
she,-6.970142399320503
/,10.160531450004276
her,-14.773975036874136
),-6.121489109921605
-,-22.855997606937713
email,0.6285196011511858
:,-12.075120031912702
kristen,-26.59694661455785
.,-1.658433271436022
walsh,-24.73749229848104
@,6.73065344275413
yahoo,15.842632752709337
.,28.930326312949195
com,-0.37338293828017055
*,-28.027176588731294
*,-1.221106224155132
executive,-13.61401862440989
profile,-21.316475509692985
:,-32.8727561005949
*,-30.457210886860327
*,-13.907402451941964
kristen,-29.090269194662675
is,-28.8755931081782
a,-14.705006163097726
passionate,-44.700920203378836
and,-27.460290155539074
creative,-39.62235474938786
leader,-41.953364002291984
with,-15.66888391108751
over,-11.333693740874553
5,-14.650555618393685
years,-23.543430841310396
of,-9.49089365722074
experience,-10.048978888866259
in,-6.482648935524765
corporate,-9.670636177974009
and,-7.418683263156645
educational,-31.363046243211347
settings,-36.19260255258295
",",3.7086371238291287
specializing,-26.335767440417715
in,-9.25759203601987
special,-30.737094124424445
events,-25.34658511663664
",",7.233590263110673
projects,-29.204413593638066
",",10.610333655414502
and,-11.210315136296746
initiatives,-21.758036326419393
.,2.2534383800992037
she,-26.889523236906438
possesses,-36.546433138660234
strong,-34.77824346984674
communication,-3.3745535581852053
skills,-24.738601452020504
in,-13.468238638599354
both,-48.62556394146549
english,-36.122561843016555
and,-27.20058507443836
spanish,-25.352443290209468
",",-0.19265606034190955
enabling,-7.119035038593106
her,-35.232250367839086
to,-17.229118805453282
build,-10.058812071278746
and,-10.831716780144538
maintain,-9.933399154992914
relationships,-18.995217975380108
across,-1.212445564315964
diverse,-35.84430048323167
audiences,-28.569080728766345
.,2.483942519918841
kristen,-23.32195687060099
is,-38.74893762508032
an,-26.685724451588772
effective,-27.618093638328155
trainer,-65.89043802914894
and,-26.996674011970192
presenter,-29.272078122318018
",",-10.930040388187733
known,-27.715339547902165
for,-22.01951787306033
inspiring,-38.00442371873536
and,-28.692233823394627
mo,-31.220374061485877
##tiv,-38.29412137828871
##ating,-45.08098296532401
others,-26.90843482472391
towards,-28.239611342130203
positive,-20.296693517724567
change,-16.734742362686884
.,2.5670261668949927
*,-33.32967993647109
*,-13.166866841085781
professional,-32.903381181613625
experience,-15.866193587130716
:,-21.860421217287264
*,-35.686477320004975
*,-12.942073400570143
1,-13.390845514531758
.,-3.001452853738611
*,-19.508433039305473
*,-6.053350055738272
teacher,-71.00156228652563
(,-19.981139768141947
jul,-27.308408058468782
2005,-14.884397026251941
-,-21.94345260302174
present,-33.12948708193969
),16.167136934031678
*,-28.925779748957293
*,-22.62783939133349
-,-19.79162200940178
current,-17.970850611074276
role,-35.82573963341482
:,-21.9335744415617
4th,-25.046816353465847
grade,-39.34483130288508
bilingual,-35.05045763867933
teacher,-79.24228841154843
-,-30.053225894471574
achievements,-33.375332757960955
:,-26.011279181201633
consistently,-13.560591661159995
high,-27.579578948651626
academic,-23.96371679930421
performance,-31.278726321434615
(,-19.999367976737364
90,-29.385135745288718
-,-14.855595908087501
100,-17.21813717744801
%,-18.13751227998301
passing,-31.39803068886457
rates,-40.37636746272757
),3.8794261983569043
and,-26.75066468267371
significant,-25.54219634136406
progress,-36.071672411846286
in,-29.11213979755393
mathematics,-2.0216101312875945
and,-26.849830424147463
reading,-20.805931142355924
.,1.1111495909173592
-,-34.734482418983056
contributions,-24.02026967853205
:,-22.07371404416971
active,-24.372568543539714
participant,-31.507227067026516
in,-23.874214508239223
various,-41.673189083015224
school,-30.681486997173895
initiatives,-16.02906813935348
(,-1.2614212087484606
p,-24.340736832793397
##bis,-26.863596140347482
",",5.828502154093729
robotics,-6.437721745219128
camp,-23.25559327690155
",",19.458798176224587
etc,-32.06565906742823
.,2.533424420393918
),16.46173973448394
",",0.9828384219691042
presenter,-30.967706857964384
at,-16.1856568486508
regional,-18.402968056420445
conferences,-31.244563936477896
",",19.45083607568034
and,-28.1209213144895
organizer,-41.80922919318279
of,-28.173907953812062
an,-24.974127521927592
annual,-30.48646930909538
talent,-23.336078256303498
show,-13.183801804141325
since,-12.762935595068047
2008,-30.709212110609904
.,2.108296923257954
2,-41.75250610141429
.,-9.902135486206951
*,-19.179442834933365
*,-5.985157213771759
kindergarten,-45.113383803175395
bilingual,-37.2757123236617
teacher,-72.95758021454685
(,-23.329967752862412
aug,-19.97733834569569
2003,-22.878112221929488
-,-23.771579465326862
may,-34.526202051491346
2005,-17.28489125006521
),3.3336549405936173
*,-25.880407624265768
*,-18.39838782615087
-,-15.822216921626946
managed,-17.35670333011343
a,-28.207540049794613
self,-40.183382928267775
-,-24.11782670889292
contained,-29.771413278013068
bilingual,-47.530327531484104
classroom,-42.682290971310636
and,-21.803768549507335
served,-31.64186780614526
as,-19.823197477710675
a,-22.709940070982693
cultural,-20.14735045518818
liaison,-12.804798886943551
and,-16.836230637507743
pt,-3.898936661214313
##a,-7.9589397863116105
board,-16.474275918308404
member,-10.917841095270969
.,12.865367036634133
3,-8.716345175084204
.,-14.434868479743148
*,-12.919284534592881
*,5.595366816667849
sales,1.951301484629325
and,5.54054520613455
marketing,-0.39231140391980296
/,22.732007517480984
pr,4.513825288373305
manager,0.5904932306748143
(,-4.782581771006169
mar,-26.404109435503607
1999,-30.430528036149184
-,-12.148964049763258
sep,-22.070349141219822
2002,-4.493111992092601
),2.807008820116968
*,-22.661509892005025
*,-18.38645435827755
-,-16.017661155898747
expanded,-13.669849147378397
corporate,-2.4075793461842467
market,-5.862257947525103
share,7.350352087686855
and,-10.987294024248472
developed,-7.61140787445947
marketing,-28.191945253687994
strategies,-7.605150952957467
that,2.143061283954157
significantly,-9.862763197065684
increased,-27.204280326523136
revenue,-17.552877367887227
.,4.590079824524622
-,-34.77735507026393
achievements,-17.81160258117601
:,-19.9307379569545
promoted,-1.3937077974239198
to,15.863299390740787
corporate,6.8958223464350485
sales,-0.17243316165724332
manager,8.358300712109566
within,9.850326771611623
five,-5.112009374119021
months,-25.38983718111709
",",11.301604590674119
revived,-3.994867830484892
key,0.9570220256811939
accounts,-16.343146907902838
",",4.784300776003942
and,-17.02321460760045
launched,-6.730576892307106
successful,-26.41670393595042
advertising,-30.78333968521244
campaigns,-26.059590162798997
.,3.5063847612752386
*,-35.042673911331434
*,-13.086510955502783
education,-21.213553532642592
:,-12.975022774690448
*,-32.07570811430712
*,-18.7959423332925
-,-5.148785676182679
m,23.99405215983577
.,35.509584146770074
d,15.745700030955376
.,13.603032377107752
in,14.469896937584156
educational,-27.400145759625165
leadership,6.740077968421946
",",9.40578578604868
concordia,-9.786708419552108
university,11.64464006665007
",",10.241408377110247
2015,-5.488121144576792
-,-1.429059635877461
bachelor,17.17506153738808
of,6.422406891780674
business,25.261556840822085
in,11.964997831731091
marketing,10.056624787946864
",",12.669261656767134
university,14.107381043387711
of,5.463083110913737
texas,-14.048508558962824
",",8.307325717848148
1999,-22.887091654690845
*,-25.21476201907093
*,-8.729015007179585
skills,-11.017419893271153
:,-21.03447833172701
*,-43.42628396631351
*,-24.530389344971155
-,-4.764048712950126
bilingual,-21.834201000735295
(,-10.180738734957382
english,-47.13583938955784
/,-10.231490540982803
spanish,-26.66183938623058
),3.4459535979246207
",",5.63626116197098
public,2.3334332584512065
speaking,2.2929231282175118
",",7.510460504052628
project,-2.7250857817734464
management,33.31170840629579
",",17.078742888151282
marketing,-15.237128291448668
",",23.635798050856508
public,-14.049439182835743
relations,-16.603993461218685
",",5.146875382893735
and,-3.4565858791929673
various,-17.166656733911957
software,65.12903486759335
(,2.0503370038607023
microsoft,37.411782918608445
office,38.341949368970994
",",21.923536902719448
photos,-9.935518332187561
##hop,10.362627677844014
",",23.13704287518112
illustrator,-16.756868471265154
),-4.656643409905614
.,3.476286761120139
*,-33.34281054660539
*,-8.133814757115376
personal,-37.81885698823606
statement,-32.80709002661624
:,-31.413583582374784
*,-36.49923072260674
*,-19.284935401156844
kristen,-30.53745172781635
combines,-18.916415155503667
her,-35.83543896489291
marketing,-1.1623128174547668
experience,-4.03788747949517
with,-11.120915853988643
over,-11.310123223630603
twelve,-17.232973049385294
years,-26.936318343429548
of,-33.09765024777643
teaching,-54.30054817655902
in,-14.445267262299248
texas,-13.125327074288709
",",9.28448257320938
emphasizing,-23.598296926890637
her,-33.802574352144205
strong,-32.2897887239915
community,-17.48803860006078
relations,-25.74459729115686
and,-25.2305443760359
commitment,-15.329803519932664
to,-17.119551970343178
enhancing,-30.363545998477242
educational,-43.700277075869806
initiatives,-22.262604304549047
in,-10.469591609060895
el,-4.7348465870034335
paso,-13.745787719205637
.,2.7851077790923795
*,-31.77270912272051
*,-12.074942830959744
additional,-23.094792602220004
information,-8.333165333505127
:,-22.592608666235567
*,-40.02062487137409
*,-26.68546854986688
-,-14.187150991950018
former,-7.7593379323591805
supervisor,-49.06751576145631
endorsement,-25.800225464842526
highlighting,-21.48707706175605
her,-41.800896489685734
success,-25.63844145017729
and,-25.263347451442424
community,-24.422664694824512
engagement,-23.80956367148549
.,5.474578239620376
[SEP],-6.576317865489794
RACE=0,0.014640971249898715
GENDER=1,-0.07250101569282608
PARTY=0,0.0852333083557042
