,overall_token_importance
[CLS],-20.516016348607202
*,-8.637994394681494
*,-6.664207454313589
kei,-30.675130970326467
##sha,-40.9678371303047
robinson,-26.32881320245414
*,-16.490348304834963
*,7.744158968321403
email,2.8562746769549414
:,-11.83436568725137
kei,-35.97247936935607
##sha,-31.543630257594632
.,-10.425833534331632
robinson,-22.653175503746358
@,14.010803230341086
yahoo,32.498371166963295
.,25.870147446213814
com,6.535898066125905
*,-17.380307704069345
*,8.15926456811273
summary,-26.09528081956111
:,-24.78038490771078
*,-22.828716619020533
*,4.224184693848424
dedicated,-26.555993401077366
teacher,-82.04236019507519
with,-16.117381981180547
11,-14.872171376621106
years,-30.28030817816573
of,-18.989390755098352
experience,-16.42934583447394
specializing,-34.43323194789975
in,-23.688183434840475
classroom,-73.56118726303244
management,-16.881675437794755
",",-4.932408512066126
behavioral,-51.15389537743341
development,-54.89181587386903
",",4.047608350173719
and,-19.966034771581928
student,-56.08516299840061
motivation,-56.384118630324785
.,-0.8248877725174708
proven,-21.68678387459526
ability,-3.291487448870275
to,-15.720281987116401
create,-16.548321357268602
a,-26.860440282549817
positive,-34.92539825830335
learning,-57.369488303754004
environment,-38.09013253978984
and,-22.04123920766566
implement,-18.26345191922992
innovative,-23.383692871472007
lesson,-60.750442272441276
plans,-49.05044351652798
tailored,-43.615834822618304
to,-26.831215526047284
diverse,-35.24686150931461
student,-52.12016049612609
needs,-52.007050041985195
.,-1.7074299130882014
strong,-25.909443762486042
background,-20.565380143026346
in,-13.503745265348325
mentoring,-60.79893310718385
and,-16.967159051230748
counseling,-58.38159136940606
",",3.592316840153054
with,-5.165369750494123
a,-13.948900854213404
focus,-16.001146610553654
on,-18.94610135742182
special,-58.630072320277776
needs,-56.41807151512619
education,-54.682107336593255
and,-25.022272124091433
behavior,-52.24883862208985
modification,-50.02700242999858
.,2.319484258993754
*,-26.638368809234528
*,-9.840730578850161
core,-31.2743380719337
qualifications,-54.92328689870894
:,-23.662992613192134
*,-30.224971645234646
*,-15.926380796966496
-,-23.787022422198554
teaching,-57.781886509453905
and,-25.372585189492472
behavioral,-37.31459185957322
/,8.338599459804456
cognitive,-26.995899700910773
skills,-39.15535393952825
development,-36.95119076389629
-,-12.776561334719498
classroom,-64.01689861613336
management,-11.975250480339017
and,-19.125499573656953
discipline,-44.51761750745741
-,-16.579977238052148
